MT-TF	
AC008840.1	
FHL5	NM_001322467
FHL5	NM_001322466
FHL5	NM_020482
DTHD1	NM_001170700
AC008840.1	
NPM3	
HMGB1P41	
AL390726.3	
CR759956.1	
TMEM245	
AL157832.1	
AL133466.1	
FHL5	NM_001170807
MCEE	
AL390726.1	
TMEM245	
GAS2L1P1	
RHOBTB3	
COQ10BP2	
TCEA1P3	
PSG9	NM_001301708
PRPS1L1	NM_175886
AL390726.2	
RHOBTB3	
VN1R66P	
LINC01015	
PRPS1L1	
AL390726.6	
AC008798.1	
ZNF852	NM_001287349
AL390726.6	
RHOBTB3	
LINC01015	
AL390726.6	
ZNF852	
MCEE	NM_032601
AL136116.3	
PSG9	NM_002784
ZNF852	
FAM95C	
SLC44A4	NM_025257
FAM230C	
AL031320.1	
AL356585.1	
SLC44A4	
MCEE	
SLC44A4	
FAM95C	
GPR53P	
SACS	NM_014363
SACS	NM_001278055
RHOBTB3	
AC004471.2	
RHOBTB3	
SLC44A4	
SACS	
PSG9	NM_001301709
MCEE	
SMIM19	NM_001135676
AC004471.1	
SLC44A4	
SACS	
MCEE	
TSSK1A	
PSG9	NM_001301707
FAM95C	
SMIM19	
AC012588.1	
SACS	
C9orf72	NM_018325
AC004461.2	
AC023575.1	
C15orf48	NM_197955
MAFG-DT	
TMEM167A	NM_174909
DGCR11	
FAM95C	
MAFG-DT	
C15orf48	
CIAPIN1P	
TRPV5	NM_019841
ZNF611	
ENTPD8	NM_198585
FAM95C	
TRPV5	
SLC44A4	
SMIM19	NM_001135675
SMIM19	NM_001135674
C9orf72	
AL390726.4	
SLC44A4	
C9orf72	
TRPV5	
PSG9	
SMIM19	NM_138436
C9orf72	
ENTPD8	
SLC44A4	NM_001178045
ZNF611	
PSG9	
FAM220BP	
SMIM19	
EI24P3	
SLC44A4	NM_001178044
ENTPD8	
SERPINA1	
C15orf48	NM_032413
TMEM167A	
PSG9	
SMIM19	
FAM138C	
FAM138C	
ZNF611	NM_030972
ENTPD8	
TMEM167A	
C9orf72	NM_145005
SERPINA1	NM_000295
C15orf48	
ENTPD8	NM_001033113
SMIM19	
AC108941.1	
FAM138C	
AC090527.3	
Z84488.1	
C9orf72	
DPPA5P2	
SMIM19	
TMEM167A	
TMEM167A	
AKR1C8P	
ZNF611	
AL117336.1	
C9orf72	
AKR1C8P	
AC090739.1	
TMEM167A	
ZNF611	
C9orf72	NM_001256054
AC094085.1	
ZNF611	
AC093367.1	
ZNF611	
AL161722.3	
PIP5KL1	NM_001135219
AQP4-AS1	
LMNTD1	
ZNF611	
AL161722.2	
ZNF611	
SECTM1	NM_003004
PIP5KL1	
RPS10P27	
PIP5KL1	
ZNF611	
AQP4-AS1	
AQP4-AS1	
ZNF611	
AC008572.1	
AQP4-AS1	
AQP4-AS1	
SERPINA1	
PIP5KL1	NM_173492
SECTM1	
ZNF611	
AQP4-AS1	
ZNF611	
SECTM1	
SERPINA1	
ZNF611	
ZNF611	
WASHC1	NM_182905
ZNF611	
SERPINA1	
PIP5KL1	
AQP4-AS1	
ZNF611	
SECTM1	
DSE	
AQP4-AS1	
SERPINA1	
WASHC1	
RHOBTB3	NM_014899
MAGEB16	
PIP5KL1	
SECTM1	
AC090206.1	
SERPINA1	
ZNF611	NM_001161499
MAGEB16	
SECTM1	
ZNF611	NM_001161500
MAGEB16	
CSNK1G2	NM_001319
ZNF611	NM_001161501
RHOBTB3	
SLC30A4	NM_013309
AL049874.4	
MAGEB16	NM_001099921
SECTM1	
RBM8B	
CSNK1G2	
RHOBTB3	
SLC30A4	
MAGEB16	
SECTM1	
CSNK1G2	
AL049874.3	
SERPINA1	
RHOBTB3	
CCZ1	
LGALS1	NM_002305
GNL1	NM_005275
HMGN2P46	
GNRHR2P1	
CSNK1G2	
SERPINA1	
HMGN2P46	
PGM5P3-AS1	
CSNK1G2	
LGALS1	
AL590065.1	
SERPINA1	
GNL1	
RHOBTB3	
NRADDP	
HMGN2P46	
SERPINA1	
HMGN2P46	
AC013356.1	
GNL1	
DSE	
PGM5P3-AS1	
HMGN2P46	
RHOBTB3	
CSNK1G2	
HMGN2P46	
PGM5P3-AS1	
UBE2V1	NM_001257396
NRADDP	
GNL1	
CSNK1G2	
HMGN2P46	
RHOBTB3	
PIP5KL1	
HIST1H2AA	NM_170745
HMGN2P46	
RHOBTB3	
DSE	
C14orf39	
DSE	
GNL1	
FNDC1	NM_032532
RHOBTB3	
AC025580.1	
DNAH5	NM_001369
DSE	
LGALS1	
AL359182.1	
PGM5P3-AS1	
RHOBTB3	
SERPINA1	NM_001002235
SERPINA1	NM_001127700
FNDC1	
AC025580.2	
SERPINA1	NM_001127707
SERPINA1	NM_001127702
SERPINA1	NM_001127706
SERPINA1	NM_001127701
SERPINA1	NM_001002236
SERPINA1	NM_001127705
SERPINA1	NM_001127703
SERPINA1	NM_001127704
S1PR4	
PGM5P3-AS1	
ZNF589	NM_016089
RHOBTB3	
PGM5P3-AS1	
DSE	
TRMT112P4	
LGALS1	
FNDC1	
ZNF589	
DNAH5	
S1PR4	NM_003775
PGM5P3-AS1	
ABCG4	NM_022169
ABCG4	NM_001348191
LGALS1	
DSE	
ZNF589	
DNAH5	
PIP5KL1	
AC091932.1	
LGALS1	
DDX11L5	
PIP5KL1	
ZNF589	
CSNK1G2	
ABCG4	
LGALS1	
PIP5KL1	
AL449043.2	
ZNF589	
PIP5KL1	
ABCG4	NM_001142505
CSNK1G2	
AC025580.2	
PIP5KL1	
AC025580.2	
AC016999.2	
DNAH5	
HIST1H2BA	NM_170610
AC025580.2	
ABCG4	
AC008507.3	
ZNF589	
AC025580.2	
LINC01107	
POC5	NM_001099271
ZNF589	
CSNK1G2	
RBM22P12	
HIST1H2BPS1	
MRPS18AP1	
LINC02277	
CSNK1G2	
POC5	
XRCC4	NM_001318012
XRCC4	NM_001318013
XRCC4	NM_022406
AL121829.2	
AL928970.1	
LINC01937	
LINC02277	
UBE2V1	
FCF1P2	
PPIAP58	
AC113618.1	
LMNTD1	NM_152590
VN2R19P	
ABCG4	
AC079779.1	
DSE	NM_001080976
ABCG4	
AC145625.1	
BAAT	NM_001127610
BAAT	NM_001701
LMNTD1	NM_001256266
AC216089.1	
DSE	
FSCB	NM_032135
GLRX	
XRCC4	
AC091932.3	
DSE	
XRCC4	
DSE	
UTP18	NM_016001
GRHL2	NM_001330593
AC008993.3	
PFKFB1	NM_001271804
PFKFB1	NM_002625
DSE	
SLC20A2	NM_006749
XRCC4	
GLRX	
TWIST2	NM_057179
GRHL2	
XRCC4	
LMNTD1	NM_001145728
NOXA1	NM_006647
NOXA1	NM_001256067
SLC20A2	NM_001257180
GRHL2	NM_024915
GRHL2	NM_001330593
TWIST2	NM_001271893
INSL6	
DSE	
XRCC4	NM_003401
XRCC4	NM_022550
CLDN4	
LMNTD1	NM_001145727
GLRX	NM_001118890
GLRX	NM_001243659
CCZ1	NM_015622
PFKFB1	NM_001271805
CLDN4	
SLC20A2	NM_001257181
KIR3DP1	
GRHL2	
CLDN4	
NOXA1	NM_001256068
AQP4	NM_001317387
AQP4	NM_001317384
AQP4	NM_001650
LMNTD1	NM_001145729
AC008993.1	
AC243829.7	
CCZ1	
GRHL2	
AC008993.1	
DSE	NM_013352
DSE	NM_001322941
DSE	NM_001322939
DSE	NM_001322937
DSE	NM_001322940
DSE	NM_001322938
LMNTD1	
AC008993.1	
UTP18	
AC243829.2	
UPF1	NM_002911
SLC20A2	
FAM160B1	NM_020940
AC243829.2	
DSE	NM_001322943
LMNTD1	
UTP18	
SLC20A2	
AQP4	NM_004028
GLRX	NM_002064
GLRX	NM_001243658
AC008993.1	
GRHL2	
INSL6	NM_007179
CCZ1	
DSE	NM_001322944
AC117498.2	
AC008993.1	
FAM160B1	NM_001135051
C14orf39	NM_174978
GRHL2	
AC117498.2	
CLDN4	
SLC20A2	
DSE	
UTP18	
GLRX	
AC008993.1	
SLC20A2	
UTP18	
FAM160B1	
CLDN4	NM_001305
DSE	
LMNTD1	
LINC02199	
LINC02199	
SLC20A2	
GLRX	
AC008993.1	
LMNTD1	
KRT18P22	
UTP18	
FAM160B1	
AC008993.1	
AL356022.1	
C14orf39	
Z84488.2	
LINC02199	
SLC20A2	
GLRX	
AL356022.1	
LMNTD1	
AC008993.1	
CCZ1	
AL606516.1	
SLC20A2	
AL356022.1	
AC008993.1	
UPF1	NM_001297549
C14orf39	
LINC01940	
AC091895.1	
CCZ1	
HMGB1P16	
UTP18	
STK25P1	
CBX3P9	
AC008993.2	
SLC20A2	
RBMY2JP	
C14orf39	
AC117498.3	
HSPD1P11	
EIF4A2P1	
LINC02564	
SLC20A2	
ELOCP9	
LINC02564	
POC5	
SALL4P7	
SLC20A2	
SLC20A2	
AQP4	
AP005530.1	
TSPYL1	NM_003309
AP005530.1	
HNRNPDLP4	
PTPN2	
POC5	NM_152408
OR7A3P	
AL050331.1	
PFKFB1	
POC5	
LRRC14B	NM_001080478
POC5	
UPF1	
ZSCAN1	
PFKFB1	
AC022098.3	
POC5	
CALHM6	NM_001276460
UPF1	
SIX6	NM_007374
AC021087.4	
DGCR2	
POC5	
AC069545.1	
AC215217.1	
AC215217.1	
AQP4	
POC5	
AQP4	
CCZ1	
ZSCAN1	NM_182572
POC5	
GCC2-AS1	
AP001005.1	
CHRNA9	NM_017581
GCC2-AS1	
CD99L2	NM_031462
AQP4	
UPF1	
CALHM6	NM_001010919
AC090099.1	
ZSCAN1	
UBE2V1	NM_001032288
UBE2V1	NM_001257395
UPF1	
CHRNA9	
AC090099.1	
UPF1	
LETM1P2	
AC091906.1	
CALHM6	
AQP4	
CHRNA9	
AC099669.2	
UPF1	
AC007996.1	
AC021087.3	
UPF1	
POC5	
SEMA5A-AS1	
UBE2V1	NM_001257393
UBE2V1	NM_021988
UBE2V1	NM_001282575
AC090099.1	
LINC02302	
CD99L2	NM_134445
PCAT18	
AL157832.3	
AC090099.1	
AC027335.1	
UPF1	
AC018371.2	
AC027335.2	
UBE2V1	NM_022442
UBE2V1	NM_001257394
UPF1	
DOCK11P1	
POC5	
POC5	
AC021088.1	
CD99L2	NM_134446
POC5	
UBE2V1	NM_199144
SRMS	NM_080823
ASF1B	NM_018154
AL049870.2	
UPF1	
RNF223	NM_001205252
AL049870.4	
CCDC127	NM_145265
UBE2V1	
ASF1B	
AKAP1	NM_003488
UPF1	
CD99L2	
AL049870.1	
CCDC127	
UBE2V1	
CD99L2	
ASF1B	
POM121L10P	
NANOGP5	
CD99L2	
AL354950.1	
B2M	NM_004048
ASF1B	
AL713922.1	
AL354950.2	
RPS2P35	
AKAP1	NM_001242902
ASF1B	
KIR3DL2	NM_006737
B2M	
CDY15P	
RPL7P21	
KIR3DL2	NM_001242867
B2M	
AKAP1	
OCM2	NM_006188
CD99L2	NM_001242614
CFAP47	NM_152632
CD99L2	NM_001184808
MAPK8IP1P2	
AKAP1	
FABP5P15	
B2M	
OCM2	
AKAP1	
TUBB8P12	
PPIAP91	
RPS26P8	
PARP11	
AKAP1	
TUBB8P12	
CT45A7	NM_001291543
AP001005.3	
AC141273.1	
B2M	
CLCN4	NM_001830
AP001005.3	
AC141273.1	
AC104662.1	
B2M	
SMIM32	NM_001350994
WBP1LP12	
CLCN4	
CT45A7	
OR4F1P	
CLCN4	
AC104662.2	
B2M	
ACSM5P1	
B2M	
CCDC32	
B2M	
CLCN4	NM_001256944
B2M	
CCDC32	
SEPSECS-AS1	
SEPSECS-AS1	
PARP11	NM_001286522
B2M	
ALG3P1	
CCDC32	NM_001289132
TBC1D3B	NM_001001417
B2M	
TUBB8	
METTL27	NM_152559
B2M	
MTCO1P30	
UBE2V1	
BNIP3P28	
CCDC32	
UBE2V1	
TBC1D3B	
CCDC32	
CCDC32	
TBC1D3B	
METTL27	
CCDC32	NM_052849
PARP11	
METTL27	
UBE2V1	
KIR2DL4	NM_002255
KIR2DL4	NM_001080770
PARP11	NM_020367
TBC1D3B	
RASEF	NM_152573
CCDC32	NM_001080792
UBE2V1	
UBE2V1	
WDR36	
TUBB8	
AC074050.1	
ECI1	NM_001919
PARP11	
UBE2V1	
KIR2DP1	
AKAP1	
RASEF	
B2M	
WDR36	
UBE2V1	
PARP11	
UBE2V1	
AKAP1	
ZNF208	
AL049870.3	
KIR2DS4	NM_012314
PARP11	
AP001180.2	
UBE2V1	
TUBB8	NM_177987
GCC2	NM_181453
UBE2V1	
PI4K2B	NM_018323
PARP11	NM_001286521
CCDC32	NM_001080791
UBE2V1	
TUBB8	
AP001180.5	
ZNF208	NM_001329974
GCC2	
UBE2V1	
GGTLC1	
OTUD4P1	
AKAP1	
ZNF208	NM_007153
CCDC32	
PMM2P1	
TUBB8	
AC005842.1	
GCC2	
AKAP1	
CFAP47	NM_001304548
DGCR2	NM_001184781
DGCR2	NM_005137
CCDC32	
GCC2	
AC005842.1	
ECI1	NM_001178029
ZNF208	
AC005842.1	
AKAP1	
EBF3	NM_001005463
ARL5AP4	
AL354868.1	
TUBB8	
CCDC32	
CFAP47	
ZNF208	
AKAP1	
ZNF208	
CCDC32	
TUBB8	
AP000357.1	
DGCR2	
AKAP1	
NOL12	
CCDC32	
ZNF208	
DGCR2	
AL354941.1	
AKAP1	
C14orf28	NM_001017923
CCDC32	
ECI1	
AP000357.2	
RAB41	
MTDHP2	
DGCR2	
EBF3	
AKAP1	
AP000358.1	
AC003973.3	
C14orf28	
NME6	NM_001308431
ECI1	
AC091045.1	
ZC3H3	
AKAP1	
AC091045.1	
UBE2V1	NM_001257398
EBF3	
ECI1	
KCTD1	NM_198991
AKAP1	NM_001242903
C14orf28	
UBE2V1	NM_001282579
UBE2V1	NM_001282577
UBE2V1	NM_001257399
UBE2V1	NM_001282578
UBE2V1	NM_001257397
ECI1	
RSPH10B	
C14orf28	
DGCR2	NM_001173534
DGCR2	NM_001173533
UBE2V1	NM_001282576
ECI1	
TBX6	NM_004608
AKAP1	
AC009065.8	
UBE2V1	
KCTD1	NM_001136205
AC007114.2	
GGTLC1	NM_178312
WDR36	
CFAP47	
TBX6	
AC008993.4	
RSPH10B	NM_173565
CFAP47	
DARS-AS1	
CFAP47	
TRIM71	NM_001039111
GCC2	
GGTLC1	NM_178311
TBX6	
SEMA5A	NM_003966
CFAP47	
DARS-AS1	
GCC2	
DARS-AS1	
WDR36	
RPS15AP40	
AC068473.8	
CICP18	
GCC2	
DARS-AS1	
DGCR2	
WDR36	
CICP18	
DARS-AS1	
DARS-AS1	
GCC2	
WDR36	NM_139281
TBX6	
KCTD1	NM_001142730
AC068473.9	
DARS-AS1	
SEMA5A	
HIST1H2APS1	
GCC2	
SEMA5A	
PSMA7	
AC004461.1	
KCTD1	
DARS-AS1	
TBX6	
GCC2	
AL023881.2	
DARS-AS1	
SEMA5A	
KCTD1	NM_001258222
PHBP16	
MED29	
DARS-AS1	
GCC2	
IL9RP4	
DARS-AS1	
PHKG1P4	
KCTD1	
FYTTD1P1	
DARS-AS1	
RAB41	
GCC2	
KCTD1	
DARS-AS1	
GCC2	
NOL12	
RAB41	NM_001032726
AL133547.1	
DARS-AS1	
KCTD1	
AC122133.1	
DARS-AS1	
KCTD1	
NSFP1	
LINC00685	
NOL12	NM_024313
DARS-AS1	
RPS7P11	
TSLP	
DARS-AS1	
KCTD1	NM_001258221
DARS-AS1	
NOL12	
SLC25A51P2	
KCTD1	
DARS-AS1	
DARS-AS1	
AC018371.1	
DARS-AS1	
NOL12	
DARS-AS1	
NOL12	
DARS-AS1	
CCR4	NM_005508
OTOP1	NM_177998
TSLP	NM_033035
CT45A8	NM_001291535
DARS-AS1	
NOL12	
DARS-AS1	
DARS-AS1	
INSL4	NM_002195
MED29	NM_017592
DARS-AS1	
RPL26P27	
TSLP	NM_138551
NME6	
NUP93	NM_014669
DARS-AS1	
DARS-AS1	
SLC25A16	
NUP93	
DARS-AS1	
CT45A8	
HEPHL1	NM_001098672
CDK6	NM_001259
TMEM189-UBE2V1	NM_199203
NUP93	
RSPH10B	
AL356585.10	
MED29	
LRRC30	NM_001105581
NUP93	
CHST9	NM_031422
RSPH10B	
ZNF479	NM_033273
MED29	NM_001317770
CDK6	
RSPH10B	
HAUS6P2	
MED29	
GGT4P	
RSPH10B	
CDK6	NM_001145306
CHST9	
ZNF479	
RSPH10B	
DEFB117	
PSMA7	NM_002792
CHST9	NM_001256316
CDK6	
UBE2E3	
RSPH10B	
TMEM128	NM_032927
ZNF479	
CDK6	
CT45A9	NM_001291540
CT45A9	NM_001321271
UBE2E3	
AC005777.1	
RSPH10B	
AC002454.1	
TMEM128	NM_001297552
TMEM128	NM_001297551
UBE2E3	
AC002454.1	
MED29	
CT45A9	
AC002454.1	
UBE2E3	
AL121936.2	
AC002454.1	
KCNJ14	NM_013348
MED29	
SLC25A16	NM_001324313
SLC25A16	NM_001324317
SLC25A16	NM_152707
SLC25A16	NM_001324312
SLC25A16	NM_001324315
SLC25A16	NM_001324314
CDK5RAP1	
SLC17A4	NM_005495
RSPH10B	
PSMA7	
SPR	NM_003124
DEFB118	NM_054112
PSMA7	
KCNJ14	
CRIP1P4	
OR2I1P	
SPR	
PSMA7	
AL121782.1	
PSMA7	
SLC25A16	
SLC17A4	NM_001286121
CT45A10	NM_001291528
CT45A10	NM_001291527
AC026495.1	
SLC25A16	
AC026495.1	
SERPINF1	
SETD8P1	
AP005117.1	
AC026495.1	
AP005117.1	
SERPINF1	
SLC25A16	
CT45A10	NM_001291529
CT45A10	NM_001291530
AL356585.2	
SERPINF1	
UBE2E3	NM_006357
SLC25A16	
SERPINF1	
SLC17A4	
SLC25A16	
WDR45BP1	
UBE2E3	
PIEZO2	
AL356585.3	
LINC00926	
LINC00926	
UBE2E3	
LINC00926	
AC090616.1	
LINC00926	
AC020911.2	
UBE2E3	NM_001278554
AC090616.1	
PRRT1	
AC020911.2	
PPP2R3B	NM_013239
PRRT1	
PRRT1	
TMEM189	NM_199129
KCNK12	NM_022055
UBE2E3	
TMEM189	NM_001162505
ZNF135	NM_001164530
KCNK12	
UBE2E3	
LILRB5	NM_006840
CDK5RAP1	
AC138655.1	
RALGPS1	NM_001322322
RALGPS1	NM_001322321
RALGPS1	NM_014636
TMEM189	
AC138655.1	
UBE2E3	
NDRG3	
ZNF135	NM_001164527
ZNF135	NM_007134
ZNF135	NM_001164529
UBE2E3	
NME6	NM_005793
NME6	NM_001308430
FO681491.1	
AL592301.1	
UBE2E3	
NDRG3	NM_022477
RALGPS1	
NME6	NM_001308427
NME6	NM_001308428
PPP2R3B	
ADAT2	NM_001286259
CDK5RAP1	
FO681491.1	
UBE2E3	NM_182678
UBE2E3	NM_001278555
TMEM189	
TMEM189	
FO681491.1	
AC104076.1	
NFU1	NM_001002755
NME6	
NSF	NM_006178
NDRG3	NM_032013
PPP2R3B	
ZNF135	NM_001289401
PRRT1	NM_030651
TP53TG1	
LILRB5	NM_001081442
HSFY1P1	
NME6	
LINC01934	
HSFY1P1	
LINC01934	
PPP2R3B	
NME6	
ZNF135	NM_003436
RALGPS1	
PPP2R3B	
LINC01992	
TP53TG1	
LINC01934	
PPP2R3B	
GPM6BP3	
LILRB5	NM_001304457
ADAT2	NM_182503
NME6	NM_001308435
TP53TG1	
LINC01934	
PRRT1	
RALGPS1	
AC007064.4	
ADAT2	
TP53TG1	
RALGPS1	
TUBB8P2	
NDRG3	
NME6	
TP53TG1	
RALGPS1	
LILRB5	NM_001081443
PPP2R3B	
TP53TG1	
PPP2R3B	
TP53TG1	
NUP93	
LINC01934	
NME6	NM_001308426
PPP2R3B	
ZNF135	NM_001289402
NUP93	
RALGPS1	NM_001190730
PRRT1	
LINC01934	
NDRG3	
PPP2R3B	
BTN1A1	NM_001732
LINC01934	
NUP93	
PRRT1	
LINC01934	
TSSC4	NM_001297661
ZNF135	
LINC01934	
ABCA1	NM_005502
RALGPS1	
NUP93	
NME6	NM_001308434
AJ011932.1	
ACP1	
TSSC4	NM_001297660
TSSC4	NM_005706
TSSC4	NM_001297658
RPL32P1	
ABCA1	
TSSC4	
NME6	
BTN1A1	
PRRT1	
NUP93	NM_001242795
AC068196.1	
AL357752.1	
NME6	NM_001308433
RALGPS1	NM_001190728
PRRT1	
ABCA1	
FRRS1L	NM_014334
AL731547.1	
TSSC4	
PRRT1	
NUP93	
NME6	
TRAJ11	
NSF	
RALGPS1	
SAGE1	NM_018666
AC010653.1	
NUP93	
NSF	
LILRB5	
PRRT1	
RLN2	NM_134441
NME6	
RALGPS1	
FRRS1L	
TSSC4	
ABCA1	
PRRT1	
AC083863.1	
LILRB5	
NUP93	
RALGPS1	
NME6	
NSF	
FRRS1L	
NUP93	
LINC01413	
TRAJ10	
NSF	
FRRS1L	
NUP93	
FRRS1L	
TSSC4	
NME6	
NSF	
FRRS1L	
RALGPS1	
LILRB5	
TSSC4	
RLN2	NM_005059
RALGPS1	NM_001322323
RALGPS1	NM_001322320
RALGPS1	NM_001322324
RALGPS1	NM_001322325
RALGPS1	NM_001190729
SAGE1	
NME6	
AL450263.1	
SAGE1	
TSSC4	
NME6	
NSF	
AL450263.1	
NME6	
NSF	
TSSC4	
NME6	
NUP93	NM_001242796
RORA-AS2	
NME6	
NFU1	
TSSC4	NM_001297659
RORA-AS2	
LILRB5	
NUP93	
NFU1	
LILRB5	
NUP93	
METRNL	NM_001004431
CYTH2	NM_004228
PRPH2	NM_000322
LILRB5	
NUP93	
LILRB5	
ZNF600	NM_198457
ZNF600	NM_001321867
NUP93	
METRNL	
LILRB5	
CYTH2	
LILRB5	
ZNF600	
NUP93	
CD4	
METRNL	
NUP93	
LILRB5	
ZNF600	
METRNL	
ZNF600	
CYTH2	
NFU1	NM_015700
AF038458.2	
LILRB5	
ZNF600	
KLF2	NM_016270
ZFP36L1	
KLF2	
OR4K12P	
RORA-AS1	
AC090287.1	
RORA-AS1	
AC064847.1	
ZFP36L1	NM_004926
ZFP36L1	NM_001244698
NFU1	
RORA-AS1	
PARP8	
NFU1	
SDHAF1	NM_001042631
ZSCAN18	
RORA-AS1	
TXNDC16	NM_001160047
TXNDC16	NM_020784
CYTH2	
NXPE2	NM_182495
NFU1	
RORA-AS1	
INVS	NM_014425
INVS	NM_001318382
INVS	NM_001318381
CYTH2	
RORA-AS1	
STRADB	
NFU1	
TXNDC16	
ZFP36L1	
AC012404.2	
CYTH2	
CYTH2	
TXNDC16	
INVS	
NFU1	
