gID	name	genename	chr	strand	start	stop
1549	Tl	CG5490	chr3R	+	22624768	22668125
1570	Gdi	CG4422	chr2L	-	9491918	9494778
1574	CG32486	CG32486	chr3L	-	3055904	3070825
1621	Sec61beta	CG10130	chr2R	+	10506268	10507189
1735	Sec16	CG32654	chrX	+	12490080	12501281
1755	pk	CG11084	chr2R	+	3074738	3110885
1768	Dg	CG18250	chr2R	-	11968674	11986041
1861	CG6051	CG6051	chr3R	-	22951159	22976754
1943	CG7598	CG7598	chr3R	+	25562692	25563792
2176	Sos	CG7793	chr2L	+	13813830	13819826
2295	Liprin-alpha	CG11199	chr2L	+	6723950	6731346
2330	CG6783	CG6783	chr3R	-	7389784	7392771
2341	CG11034	CG11034	chr2L	+	5805381	5808858
2366	CG6834	CG6834	chr3R	-	7510391	7513852
2408	CG4589	CG4589	chr2R	-	20397285	20402814
2416	CG34104	CG34104	chrX	+	9980566	10042911
2420	RpL37a	CG9091	chrX	-	15032358	15033395
2488	Cpsf160	CG10110	chr2R	-	10386198	10390976
2549	didum	CG2146	chr2R	+	3387656	3396130
2584	CG13928	CG13928	chr3L	-	1625791	1628374
2598	CG6206	CG6206	chr2L	+	10457660	10462475
2602	Drep-1	CG8357	chr2R	+	7932121	7937678
2621	CG8249	CG8249	chr2R	-	11731595	11734861
2648	Baldspot	CG3971	chr3L	-	16641920	16654706
2682	CG8677	CG8677	chr2L	+	21221314	21234035
2733	Mov34	CG3416	chr2R	+	20290510	20292050
2738	CG5288	CG5288	chr3L	-	8976242	8979185
2770	MED14	CG12031	chr3L	+	593230	599242
2772	CG1965	CG1965	chr3R	+	2893129	2897346
2855	CG32627	CG32627	chrX	+	13590679	13608474
2918	CG6812	CG6812	chr3L	+	19056288	19059249
3055	CG32813	CG32813	chrX	+	1274950	1282648
3059	CG17321	CG17321	chr2L	+	18845185	18855118
3062	trol	CG33950	chrX	-	2365016	2439458
3063	Mpcp	CG4994	chr3L	+	14530757	14533546
3118	Arp66B	CG7558	chr3L	-	8106588	8108998
3141	Rcd2	CG4786	chr3L	-	20521068	20533514
3149	AP-47	CG9388	chr3R	-	5383437	5385242
3164	fu12	CG17608	chr2L	-	8449691	8463990
3285	cenG1A	CG31811	chr2L	+	13835567	13878961
3299	CG17834	CG17834	chr2L	+	8529143	8541462
3334	run	CG1849	chrX	+	20565471	20568353
3474	yps	CG5654	chr3L	-	12114626	12118247
3496	SdhC	CG6666	chr3R	-	7034856	7035549
3547	U4-U6-60K	CG6322	chr3L	-	17504955	17507015
3558	ari-2	CG5709	chr2R	+	18100334	18104769
3559	itp	CG13586	chr2R	+	20427465	20431217
3619	Sema-2a	CG4700	chr2R	+	12403678	12420934
3667	B4	CG9239	chr2L	-	13502656	13549323
3685	Atox1	CG32446	chr3L	+	21634152	21635699
3691	LSm-4	CG33677	chr2L	-	10403195	10405168
3747	Apc	CG1451	chr3R	-	24658022	24670487
3764	MYPT-75D	CG6896	chr3L	+	18619061	18660277
3769	eIF-2alpha	CG9946	chrX	-	16339517	16341004
3794	CG2862	CG2862	chr2L	+	2770139	2770904
3824	CG31710	CG31710	chr2L	-	9702964	9705979
3944	CG2990	CG2990	chrX	+	9904518	9908312
3948	CG3835	CG3835	chrX	+	2035524	2038972
3951	CG7611	CG7611	chr3L	+	21516307	21521263
3973	CG12140	CG12140	chr2R	+	5798403	5800993
3996	CG13004	CG13004	chrX	-	16721146	16729548
4005	rols	CG32096	chr3L	-	12001324	12049570
4014	Cyt-c-p	CG17903	chr2L	+	16719937	16722659
4056	nimC4	CG16876	chr2L	+	14047585	14048863
4069	bgm	CG4501	chr2L	+	14013748	14019328
4072	sog	CG9224	chrX	-	15498603	15520564
4090	l(1)G0148	CG32742	chrX	+	6548660	6553742
4123	Atu	CG1433	chr3R	+	1439072	1441664
4128	Mlc-c	CG3201	chrX	-	5513167	5516568
4139	Fim	CG8649	chrX	-	17179736	17195958
4171	PCID2	CG7351	chr3L	+	11619551	11620820
4188	CG33217	CG33217	chr3L	+	23119136	23125309
4308	CG11357	CG11357	chr3L	+	4542125	4553458
4338	CG13204	CG13204	chr2R	+	7254217	7257789
4383	how	CG10293	chr3R	+	17867918	17905043
4399	CG5645	CG5645	chr3L	-	12126869	12129803
4476	CG9215	CG9215	chrX	-	15474963	15476895
4480	Duox	CG3131	chr2L	-	2815970	2830247
4553	CG5554	CG5554	chr2R	+	19732557	19734547
4572	CG9335	CG9335	chr2L	+	20852581	20857113
4592	CG11170	CG11170	chr2R	-	18064946	18070363
4603	CG9300	CG9300	chr3L	+	19545523	19547872
4636	Fip1	CG1078	chr3R	+	310760	313185
4645	CG2493	CG2493	chr2L	-	20461585	20463405
4664	mdy	CG31991	chr2L	+	16816665	16826991
4673	CG31731	CG31731	chr2L	+	13784085	13790562
4674	dve	CG5799	chr2R	+	18158425	18173982
4676	dve	CG5799	chr2R	+	18131469	18158425
4688	CG3961	CG3961	chr3L	-	18871350	18883582
4729	robo	CG13521	chr2R	-	18580029	18588457
4735	CG11598	CG11598	chr3R	+	8460626	8462007
4793	l(1)G0320	CG32701	chrX	-	9445638	9447689
4861	eg	CG7383	chr3L	+	21801939	21811081
4934	CG6498	CG6498	chr3L	+	15559117	15568853
4974	RpS14a	CG1524	chrX	+	7827780	7828713
5001	hh	CG4637	chr3R	-	18953891	18967596
5006	Epac	CG34392	chr2R	-	2668992	2676524
5045	CG17734	CG17734	chr3R	-	7067930	7069696
5093	CG12065	CG12065	chrX	+	8468341	8482561
5129	CG6038	CG6038	chr3L	-	11703607	11704483
5142	CG1234	CG1234	chr3R	-	3069896	3072689
5181	CG5451	CG5451	chr3R	-	14804697	14806688
5218	betaTub56D	CG9277	chr2R	-	15334824	15339102
5231	CG1115	CG1115	chr3R	+	1051916	1053248
5257	Antp	CG1028	chr3R	-	2721975	2758559
5334	gcm	CG12245	chr2L	-	9579449	9581739
5343	CG8100	CG8100	chr3L	+	14076714	14078834
5421	CG14182	CG14182	chr3L	-	19972288	19972930
5463	Fdh	CG6598	chr3R	-	6696627	6698049
5584	ana3	CG13162	chr2R	+	8232525	8238583
5619	Srp54k	CG4659	chr3L	+	5145781	5147877
5636	CG16787	CG16787	chr2R	-	19843858	19844875
5652	mys	CG1560	chrX	+	7955705	7964270
5656	CG13926	CG13926	chr3L	-	1617424	1618123
5657	CG5991	CG5991	chr3R	+	19876514	19877410
5767	CG7840	CG7840	chr2L	+	8305587	8306743
5770	CG5611	CG5611	chr3R	-	23460350	23461791
5800	Bx42	CG8264	chrX	-	8998351	9000548
5812	r-l	CG3593	chr3R	-	16896275	16899036
5826	dnc	CG32498	chrX	+	3189295	3233360
5827	dnc	CG32498	chrX	+	3150076	3233360
5879	CG42324	CG42324	chr3L	+	3485701	3505325
5887	Klc	CG5433	chr3L	-	12739716	12743157
5919	CG11686	CG11686	chr3R	+	9086082	9087949
5923	CG10337	CG10337	chr2L	-	19545376	19546967
5940	CG3409	CG3409	chr2R	-	2587726	2603390
5966	ssh	CG6238	chr3R	-	20764725	20770678
5982	CG6683	CG6683	chr3L	-	8506969	8508012
5986	CG1702	CG1702	chrX	+	20339416	20340823
5992	SPoCk	CG32451	chr3L	+	22766638	22779797
6038	CG15211	CG15211	chrX	+	10666582	10673014
6058	CG12024	CG12024	chr3L	+	1857193	1859049
6113	Eip78C	CG18023	chr3L	+	21233449	21257721
6131	stau	CG5753	chr2R	-	14007129	14013284
6138	Gip	CG2227	chrX	-	10222910	10223841
6140	CG42611	CG42611	chrX	-	9253877	9394176
6237	CG12769	CG12769	chr2R	-	3941331	3953056
6260	ytr	CG18426	chr2R	-	19737804	19738578
6268	CG10933	CG10933	chr2R	+	13610818	13612561
6297	CG5590	CG5590	chr3R	+	23503358	23504738
6311	pont	CG4003	chr3R	+	6087850	6089621
6346	sol	CG1391	chrX	+	21221353	21228939
6353	Spn5	CG18525	chr3R	-	11028791	11032165
6354	CG32982	CG32982	chr2L	+	9125739	9163721
6483	eIF5B	CG10840	chr3L	-	3428654	3460569
6485	CG14527	CG14527	chr3R	+	24706492	24708627
6497	Hil	CG30147	chr2R	-	16494386	16505718
6592	rin	CG9412	chr3R	+	9472732	9478761
6609	CG12734	CG12734	chr3L	+	3178917	3185290
6622	CG9662	CG9662	chr2L	-	3375885	3376710
6627	Sap-r	CG12070	chr3R	-	26709186	26714782
6718	disco	CG9908	chrX	-	16104631	16110778
6731	CG8866	CG8866	chr3R	-	5157783	5160451
6732	Tapdelta	CG9035	chr2R	-	7257791	7258636
6735	Ect3	CG3132	chr3R	+	7825005	7829239
6742	Atg8a	CG32672	chrX	-	10658911	10662253
6854	shep	CG32423	chr3L	-	5153786	5241544
6930	CG33012	CG33012	chr2R	+	8254858	8258338
6958	spri	CG34414	chrX	-	10384098	10387770
7000	Ulp1	CG12359	chrX	-	19096672	19102204
7009	CG11739	CG11739	chr3R	+	204653	206932
7030	CG10916	CG10916	chr2R	+	14061294	14062195
7129	CG6659	CG6659	chrX	-	18547425	18551289
7171	CG8738	CG8738	chr2R	+	4583934	4586088
7237	Mdr49	CG3879	chr2R	-	8827828	8833849
7243	cdc2	CG5363	chr2L	-	10384739	10386220
7304	CG11284	CG11284	chrX	+	8575589	8582793
7316	Scamp	CG9195	chrX	-	15343107	15343893
7322	Pimet	CG12367	chr2R	+	8033240	8040259
7337	Act42A	CG12051	chr2R	-	1901415	1903158
7408	cenB1A	CG6742	chr3R	+	18944152	18946934
7439	Cyp1	CG9916	chrX	-	16211706	16214364
7444	GNBP3	CG5008	chr3L	+	8948104	8949651
7456	CstF-50	CG2261	chr3R	-	27561225	27562688
7480	Cap-H2	CG14685	chr3R	+	6587016	6592478
7492	CG17266	CG17266	chr2R	-	2562533	2563316
7508	bbg	CG42230	chr3L	-	14441699	14469808
7534	SRm160	CG11274	chr3L	+	13029926	13034076
7545	CG7386	CG7386	chr3L	+	6182847	6185150
7564	CG5010	CG5010	chrX	+	17043077	17044680
7579	Ets98B	CG5583	chr3R	+	23562262	23574089
7600	CG2444	CG2444	chrX	-	11598343	11599056
7615	CG31676	CG31676	chr2L	+	20840752	20849182
7662	Chc	CG9012	chrX	-	15722019	15729515
7727	CG4585	CG4585	chr2R	-	19750485	19752851
7772	cnc	CG17894	chr3R	-	19016876	19047710
7774	CG13398	CG13398	chr2L	-	8412411	8415251
7883	As	CG6190	chr3L	-	11199522	11203636
7889	CG5613	CG5613	chrX	+	17320033	17322767
7910	coro	CG9446	chr2R	-	2749506	2760220
7914	Vha100-2	CG18617	chr3R	-	14216039	14224887
7926	Bx	CG6500	chrX	+	18428698	18460340
8000	CG2852	CG2852	chr2R	-	18532448	18533843
8001	CG17189	CG17189	chr3R	+	22927109	22928639
8039	fal	CG9670	chr3L	+	19287870	19291935
8043	CG12096	CG12096	chrX	+	13053848	13055732
8045	vib	CG5269	chr3R	-	15043466	15052355
8066	raps	CG5692	chr3R	+	23408580	23412098
8127	ced-6	CG11804	chr2R	-	5328333	5329061
8208	Tpi	CG2171	chr3R	-	25958698	25959997
8221	nocturnin	CG31299	chr3R	+	7026138	7034353
8254	Topors	CG15104	chr2R	+	14860436	14864767
8268	wuho	CG15897	chrX	+	6182144	6183591
8292	CG3376	CG3376	chr2R	+	20145538	20152746
8341	nuf	CG33991	chr3L	+	14214542	14221952
8364	caps	CG11282	chr3L	+	13221794	13272742
8396	GIIIspla2	CG1583	chrX	+	8051668	8053072
8412	CG32547	CG32547	chrX	-	18337843	18373502
8489	Ptp69D	CG10975	chr3L	+	12728062	12734668
8510	PMCA	CG42314	chr4	-	355296	379287
8517	Ate1	CG9204	chr2R	-	16142471	16144878
8576	CG12848	CG12848	chr2R	-	20650089	20650615
8582	CG30010	CG30010	chr2R	+	5751273	5752081
8649	pigeon	CG10739	chr2L	+	19186074	19189938
8662	CG3964	CG3964	chr2L	+	3862658	3867504
8691	CG31883	CG31883	chr2L	+	9528515	9529648
8693	metl	CG13929	chr3L	-	1637942	1639232
8706	e(y)3	CG12238	chrX	-	19521982	19532402
8744	Pp2B-14D	CG9842	chrX	-	16450797	16454049
8760	Set	CG4299	chr3R	+	11089276	11090975
8773	CG3842	CG3842	chrX	+	6233530	6235173
8777	SC35	CG5442	chr2L	-	12431868	12434000
8780	glu	CG11397	chr2L	-	16733617	16738386
8786	CG5521	CG5521	chr3R	+	22792637	22802267
8805	Faf	CG10372	chr2L	-	18706261	18708589
8818	p120ctn	CG17484	chr2R	+	482798	496995
8832	CG3876	CG3876	chr2L	-	818079	819434
8837	CG6015	CG6015	chr3R	-	17857872	17859967
8853	CG11299	CG11299	chr2R	+	19601425	19620706
8854	CG13117	CG13117	chr2L	+	9736681	9737329
8858	CG14450	CG14450	chr3L	-	22719333	22720868
8863	CG6388	CG6388	chr2L	+	12428036	12430031
8874	Xpac	CG6358	chrX	-	3997047	3998261
8882	CG12730	CG12730	chrX	+	5411294	5412803
8924	CG6506	CG6506	chrX	+	17744494	17745922
8947	CG3862	CG3862	chr2L	-	824329	825845
8992	Rap2l	CG3204	chr2R	+	19950720	19952928
8999	CG11030	CG11030	chr2L	+	5724699	5759810
9039	tankyrase	CG4719	chr3R	-	21478807	21486999
9047	Su(var)3-3	CG17149	chr3L	+	20219480	20223351
9059	l(1)G0004	CG11738	chrX	+	20262465	20263428
9087	Slbp	CG11886	chr3R	-	24977793	24979008
9100	CG6859	CG6859	chr3L	+	15137444	15139149
9103	CG32985	CG32985	chr2L	+	8962617	8964628
9107	CG18765	CG18765	chr3R	-	7516107	7517546
9126	form3	CG33556	chr3L	+	7087922	7116397
9135	Npc2h	CG11315	chr3R	-	26571201	26572008
9136	lama	CG10645	chr3L	-	5336717	5348443
9163	gbb	CG5562	chr2R	+	19739081	19740772
9164	Kdm4A	CG15835	chr2R	-	3810274	3812477
9167	CG4433	CG4433	chr3R	-	15844304	15846892
9186	Ak6	CG8816	chr2R	-	8456515	8457330
9198	CG4598	CG4598	chr2L	+	9918621	9919967
9233	twf	CG3172	chr3R	+	9948378	9950199
9279	CG7791	CG7791	chr2R	-	1645560	1647909
9298	CCS	CG17753	chr2R	-	6008692	6010054
9327	CG5397	CG5397	chr2L	+	1240038	1242205
9336	CG3476	CG3476	chr2L	+	7027550	7028959
9380	shep	CG32423	chr3L	-	5153786	5177893
9387	CG10981	CG10981	chr3R	+	1650305	1652298
9411	CG32027	CG32027	chr3L	+	18834599	18835887
9427	retm	CG9528	chr2L	-	6448801	6455934
9443	RpL23A	CG7977	chr3L	-	1667192	1668651
9447	CG2889	CG2889	chrX	+	10367909	10371235
9459	glec	CG6575	chr3R	-	17676627	17681984
9462	lds	CG2684	chr3R	+	3746157	3750211
9468	CG8089	CG8089	chr2R	-	11033330	11035300
9472	Invadolysin	CG3953	chr3R	+	5970422	5984858
9532	eIF2B-alpha	CG7883	chr3R	-	25760304	25761603
9548	CG7048	CG7048	chr3R	+	18312921	18313757
9551	Dbp80	CG17023	chr3LHet	+	2409907	2424014
9554	beta4GalT7	CG11780	chr3R	+	20848982	20850205
9577	Rrp46	CG4043	chr3R	+	6239024	6239968
9605	CG5021	CG5021	chr3L	+	8959926	8961484
9631	Jon74E	CG6298	chr3L	-	17539968	17542244
9641	Hel25E	CG7269	chr2L	-	5539326	5542285
9646	l(3)05822	CG7129	chr3R	-	14114579	14124601
9681	CG3711	CG3711	chrX	-	817200	821565
9695	ssp3	CG18397	chr2L	-	18916525	18943935
9697	Arc2	CG13941	chr2R	+	10249429	10250330
9701	Elp3	CG15433	chr2L	+	4444762	4446765
9709	RpS23	CG8415	chr2R	-	10102740	10104077
9734	CG17912	CG17912	chr2L	+	16743406	16745565
9756	CG11447	CG11447	chr3R	+	15687364	15688322
9770	CG5707	CG5707	chr3L	-	2189158	2192180
9778	CG30077	CG30077	chr2R	+	10488783	10489515
9788	CG7747	CG7747	chr2R	-	12179765	12181631
9790	CG32452	CG32452	chr3L	+	22710879	22712846
9816	vlc	CG8390	chr2R	+	1589668	1592944
9818	CG8468	CG8468	chr2R	+	10107405	10118131
9831	CG30390	CG30390	chr2R	-	17179744	17180946
9838	Pi3K92E	CG4141	chr3R	-	16454694	16460452
9845	Marf	CG3869	chrX	+	6259976	6264960
9847	CG6195	CG6195	chr3R	-	15472652	15474128
9862	CG14057	CG14057	chr3L	-	17037501	17038131
9878	CG14882	CG14882	chr3R	+	12268963	12270534
9892	CG6144	CG6144	chr2L	+	10488869	10490463
9915	koko	CG31232	chr3R	+	14225442	14226073
9977	mfrn	CG4963	chr3R	-	23768511	23773746
9995	CG10189	CG10189	chr2L	-	19491643	19492938
10005	f	CG5424	chrX	+	17172696	17174997
10046	CG11221	CG11221	chr2L	+	6742509	6755686
10058	lack	CG4943	chr2R	+	13480303	13491489
10065	CG13599	CG13599	chr3R	+	19757388	19758450
10072	CG7261	CG7261	chr2L	+	2147585	2151664
10076	CG15916	CG15916	chrX	+	15784610	15785580
10085	CG5871	CG5871	chr3R	+	17044833	17048572
10099	CG11927	CG11927	chr2L	+	4847788	4849499
10110	CG12301	CG12301	chr3L	+	15573915	15576473
10150	CG14710	CG14710	chr3R	+	7445834	7447450
10173	Nup44A	CG8722	chr2R	+	3876096	3878789
10178	CG3589	CG3589	chr2R	+	20671063	20673073
10186	CG5002	CG5002	chr2R	+	13637803	13640719
10193	Es2	CG1474	chrX	+	8355510	8357418
10195	A16	CG9933	chr2L	-	13019575	13021320
10196	RpII33	CG7885	chr2L	+	13833350	13834306
10235	Glycogenin	CG9480	chr2R	+	17087992	17100474
10261	CG1092	CG1092	chr3R	+	92678	94166
10272	s-cup	CG30044	chr2R	+	8383030	8388972
10274	CG2469	CG2469	chr3L	+	1307549	1311812
10281	CG7376	CG7376	chr3L	+	6167377	6171877
10290	CG3077	CG3077	chr2L	-	2764067	2765582
10326	crc	CG8669	chr2L	+	21310870	21312823
10331	Tina-1	CG2803	chr2R	-	20828148	20829932
10343	CG40191	CG40191	chr2RHet	+	391029	392804
10367	Ddx1	CG9054	chr3L	+	22256502	22259124
10398	CG15912	CG15912	chrX	+	4443094	4443990
10402	CG10778	CG10778	chrX	-	7825762	7827335
10410	unc-5	CG8166	chr2R	+	11237638	11255807
10411	mld	CG34100	chr3R	+	20411375	20449621
10424	alc	CG8057	chr2R	-	5022880	5025406
10438	regucalcin	CG1803	chrX	+	11908458	11909523
10451	CG15436	CG15436	chr2L	+	4463630	4465075
10460	CG4980	CG4980	chr3R	-	23746995	23748055
10468	l(2)03709	CG15081	chr2R	+	14706987	14709344
10470	CG14184	CG14184	chr3L	-	20020919	20022080
10471	CG11534	CG11534	chr3L	+	12125291	12126936
10481	CG17486	CG17486	chr2R	+	506544	508338
10552	CG10882	CG10882	chr2L	-	2231777	2236839
10574	CG30115	CG30115	chr2R	-	14441624	14499280
10596	JTBR	CG1935	chr3L	-	1802008	1802850
10601	CG15432	CG15432	chr2L	+	4442396	4442985
10625	CG42389	CG42389	chr2L	+	16601913	16662012
10629	CG8892	CG8892	chr2L	-	4979536	4981280
10717	betaTub97EF	CG4869	chr3R	-	23792730	23814104
10733	kuz	CG7147	chr2L	+	13550143	13638238
10746	RpL31	CG1821	chr2R	+	5474704	5475505
10772	Atg1	CG10967	chr3L	-	12778231	12798170
10831	bib	CG4722	chr2L	+	9984650	9995545
10845	CG12713	CG12713	chr3L	+	15825561	15827043
10848	Nrx-IV	CG6827	chr3L	+	12139621	12150106
10859	MCPH1	CG42572	chr2R	-	7783499	7791401
10877	chrb	CG7533	chr3L	+	11480657	11490429
10906	Ndg	CG12908	chr2R	+	6201401	6209405
10920	Pdsw	CG8844	chr2L	+	3466185	3467326
10921	AGO3	CG40300	chr3L	+	23547689	23549026
10924	CG7220	CG7220	chr2R	+	6619071	6620208
10939	CG9547	CG9547	chr2L	-	6492972	6494527
10946	l(1)G0289	CG2221	chrX	-	10251203	10260292
10950	UGP	CG4347	chr3L	-	9350880	9351970
10952	CG8235	CG8235	chr2R	-	4814519	4815595
10959	CD98hc	CG2791	chr3R	-	3800128	3803458
10979	Drip	CG9023	chr2R	-	7299447	7317144
11007	CG12391	CG12391	chr2R	-	7035102	7037540
11020	HPS	CG12855	chr2R	+	10742959	10745005
11029	CG5013	CG5013	chr3R	+	11875406	11876415
11031	CG34163	CG34163	chr2L	+	11988266	11988801
11035	CG7785	CG7785	chr3R	+	13847326	13849413
11042	rev7	CG2948	chr3R	+	1414630	1415261
11059	U2af38	CG3582	chr2L	-	293337	294673
11060	SP71	CG17131	chrX	+	72458	96056
11069	CG16838	CG16838	chr3L	+	16125186	16129789
11084	CG5446	CG5446	chr2L	-	12426942	12427661
11085	pim	CG5052	chr2L	+	10363012	10364105
11087	Nop60B	CG3333	chr2R	+	20062392	20072393
11109	CG14207	CG14207	chrX	+	19499240	19505226
11111	RpS13	CG13389	chr2L	-	8363692	8364593
11112	Madm	CG1098	chr3R	+	1568245	1571789
11122	CycG	CG11525	chr3R	-	27435600	27436675
11126	CG11208	CG11208	chr2R	-	16130256	16132890
11133	su(Hw)	CG8573	chr3R	-	10130177	10134285
11145	ben	CG18319	chrX	+	13890440	13893838
11147	twin	CG31137	chr3R	-	20023311	20047674
11158	CG5245	CG5245	chr3R	+	8255304	8256960
11172	CG32441	CG32441	chr3L	+	21567662	21568974
11178	PpV	CG12217	chrX	-	6265092	6266946
11183	CG18557	CG18557	chr2L	-	2844601	2845738
11211	pix	CG5651	chr3L	-	8965160	8967833
11247	CG14667	CG14667	chr3R	+	1200760	1202183
11255	SMC1	CG6057	chr3R	+	19884017	19888538
11257	CG5903	CG5903	chr3R	-	11971397	11972445
11274	Surf4	CG6202	chr3R	-	11169375	11171880
11276	pirk	CG15678	chr2R	-	17548472	17549768
11277	su(f)	CG17170	chrXHet	+	76337	80010
11282	SpdS	CG8327	chr3R	+	5457434	5459395
11288	Uch-L3	CG3431	chr3L	-	9468819	9470060
11292	SMC2	CG10212	chr2R	-	10736094	10740115
11300	Rtf1	CG10955	chr2R	+	18262597	18265352
11337	CG2926	CG2926	chr3R	-	1405866	1414031
11345	CG18445	CG18445	chr2R	-	5923268	5936121
11397	CG8461	CG8461	chr3R	-	10338358	10339354
11432	tok	CG6863	chr3R	+	20545780	20574855
11446	CG5835	CG5835	chr3R	-	14974354	14979402
11459	mus81	CG3026	chrX	+	835125	837262
11460	CG6454	CG6454	chr3R	+	20174915	20181960
11461	Tif-IA	CG3278	chr2L	+	22249904	22258260
11466	Brca2	CG30169	chr2R	+	20413746	20417104
11469	Grip	CG14447	chrX	+	5860314	5880729
11486	CG5885	CG5885	chr2L	-	9917221	9918168
11490	CG3534	CG3534	chr3R	+	12822226	12825172
11586	Prx6005	CG3083	chr2L	-	2877091	2878227
11598	smi35A	CG4551	chr2L	-	14184478	14234122
11603	RluA-1	CG31719	chr2L	-	10463340	10474347
11625	BRWD3	CG31132	chr3R	+	20144724	20154341
11632	CG8481	CG8481	chr3R	+	5593565	5595749
11660	Use1	CG14181	chr3L	-	9128805	9130301
11661	CG12717	CG12717	chrX	-	12654911	12657669
11668	CG32267	CG32267	chr3L	-	3471543	3472114
11705	Tab2	CG7417	chr2R	+	15180053	15191529
11708	Nup160	CG4738	chr2L	+	11123796	11129335
11717	MESR6	CG6818	chr3L	+	19085775	19087860
11729	sno	CG1903	chrX	-	13089532	13105693
11737	Atf-2	CG30420	chr2R	+	20757631	20759032
11797	Atg7	CG5489	chr2R	-	14507961	14512510
11799	Ggamma30A	CG3694	chr2L	+	9253037	9291798
11808	CSN7	CG2038	chr2R	+	4308526	4316089
11821	MED27	CG1245	chr3R	+	1480867	1482060
11829	cul-4	CG8711	chr2R	-	3989765	3993819
11865	CG16972	CG16972	chr2L	-	13197092	13203291
11872	Dmn	CG8269	chr2R	+	4779345	4780844
11885	Tcp-1zeta	CG8231	chrX	+	15640701	15643006
11913	Prp18	CG6011	chr3R	-	14855690	14856995
11914	smt3	CG4494	chr2L	-	6966776	6967590
11941	CG2875	CG2875	chrX	-	3465754	3467628
11969	Mat89Bb	CG6814	chr3R	+	12089998	12092632
11980	CG7718	CG7718	chr3R	-	14569785	14571711
11990	eIF-4a	CG9075	chr2L	+	5981766	5982601
12008	Rab5	CG3664	chr2L	-	2359546	2364937
12013	CG12321	CG12321	chr3R	-	14013527	14014394
12014	CG5343	CG5343	chr2L	-	10429920	10430914
12025	CHES-1-like	CG12690	chrX	-	7590737	7598995
12051	CG5973	CG5973	chr2L	+	7440851	7445269
12064	CG8632	CG8632	chr2R	+	8540315	8543248
12074	CG31976	CG31976	chr2L	-	138384	140966
12114	CG11486	CG11486	chr3L	+	3071131	3077929
12115	CG15745	CG15745	chrX	+	13199568	13201427
12143	CG1814	CG1814	chr2R	+	5467029	5469352
12144	CG1814	CG1814	chr2R	+	5465059	5467029
12145	dikar	CG32393	chr3L	-	6733405	6736240
12162	Traf6	CG10961	chrX	-	8048623	8051417
12166	bbx	CG1414	chrX	+	21239068	21244175
12208	CG3973	CG3973	chrX	+	6494098	6546131
12239	CG8675	CG8675	chrX	-	17142405	17143503
12254	Sfmbt	CG16975	chr2L	-	13169643	13176767
12255	Nnf1b	CG31658	chr2L	+	810568	811432
12275	CG33099	CG33099	chr3R	-	18354642	18356293
12305	CG5776	CG5776	chr2L	-	12701426	12704429
12356	CG5522	CG5522	chr2R	+	12671185	12679981
12366	pyr	CG13194	chr2R	+	7599768	7613850
12457	tacc	CG9765	chr3R	-	565269	574755
