gID	name	genename	chr	strand	start	stop
858	Rad23	CG1836	chr4	+	328738	330934
859	CG9896	CG9896	chr2R	-	18881186	18886406
869	CG3605	CG3605	chr2L	-	3026533	3029166
894	CG7039	CG7039	chrX	+	9001111	9002391
897	CG2652	CG2652	chrX	-	2576020	2576884
898	DIP1	CG17686	chrX	-	21495823	21501167
914	CG10565	CG10565	chr3L	-	21126349	21129141
919	Tsp42El	CG12840	chr2R	+	2933306	2936050
927	CG3548	CG3548	chr2R	+	20487471	20489890
958	CG1360	CG1360	chr2R	-	3475278	3477606
962	Tctp	CG4800	chr3R	+	7035979	7037006
967	Df31	CG2207	chr2L	-	21626857	21629928
968	CG9821	CG9821	chr3R	-	4643363	4646400
969	Oamb	CG3856	chr3R	-	16514740	16540297
970	sprt	CG30023	chr2R	-	7272238	7284935
981	CG31472	CG31472	chr3R	+	3636268	3637634
1006	slik	CG4527	chr2R	-	20279652	20290217
1008	SoxN	CG18024	chr2L	+	8825647	8829670
1009	Fs(2)Ket	CG2637	chr2L	+	20734933	20739779
1010	arr	CG5912	chr2R	-	9341138	9370731
1014	Amph	CG8604	chr2R	+	8481088	8499578
1016	CG17841	CG17841	chrX	+	10262088	10277264
1025	CG4330	CG4330	chrX	+	13025553	13028598
1026	SF1	CG5836	chr3R	+	13366204	13370873
1031	Vrp1	CG13503	chr2R	-	18003843	18010016
1048	Vps16B	CG18112	chr3R	-	25640642	25642118
1066	katanin-60	CG10229	chr3R	-	1053010	1057918
1073	drpr	CG2086	chr3L	-	1715710	1731096
1074	CG8029	CG8029	chr2R	+	5095085	5097169
1075	pzg	CG7752	chr3L	+	21279253	21283410
1078	CG8334	CG8334	chr3L	+	19866862	19874167
1088	Aprt	CG18315	chr3L	-	1883892	1884882
1108	CG32147	CG32147	chr3L	-	15136161	15137130
1109	Ucp4A	CG6492	chrX	+	17739021	17741689
1128	PTP-ER	CG9856	chr2R	-	17506889	17511947
1135	CG7816	CG7816	chr3R	-	25692980	25694547
1149	CG31998	CG31998	chr4	-	218504	226564
1159	CG5828	CG5828	chr2L	+	5094019	5095439
1160	CG30467	CG30467	chr2R	+	11425680	11427520
1172	hbs	CG7449	chr2R	+	10898903	10928901
1184	vas	CG3506	chr2L	+	15061684	15074311
1196	DAAM	CG14622	chrX	-	1183740	1216389
1207	VhaPPA1-1	CG7007	chr3R	-	10728048	10729743
1215	snapin	CG9958	chr2L	-	2758427	2759670
1221	Hsc70-5	CG8542	chr2R	-	10140103	10143573
1224	sec15	CG7034	chr3R	-	16930943	16933686
1230	CG11400	CG11400	chr2R	+	13021636	13022350
1243	Zn72D	CG5215	chr3L	-	16099696	16105485
1247	mod(mdg4)C	CG32491C	chr3R	-	17179618	17203119
1254	CG32647	CG32647	chrX	-	12670605	12678991
1259	ogre	CG3039	chrX	-	6868049	6875711
1271	Keap1	CG3962	chr3R	-	12899661	12903816
1276	net	CG11450	chr2L	-	82456	87382
1280	Cyp12a5	CG11821	chr3R	+	14958280	14960429
1290	CG1440	CG1440	chrX	+	8331180	8334969
1308	CG15093	CG15093	chr2R	-	14663173	14664478
1309	Dl	CG3619	chr3R	-	15128453	15151935
1312	CG7447	CG7447	chr3L	+	4384444	4403186
1315	mtTFB1	CG42631	chr3L	+	11702120	11703670
1335	CG13982	CG13982	chr2L	+	6412311	6415344
1337	CG13868	CG13868	chr2R	-	16196217	16201124
1343	CG1646	CG1646	chr3R	+	24637834	24639949
1347	dwg	CG2711	chrX	+	2621823	2624092
1354	spz	CG6134	chr3R	-	22890792	22895790
1359	CG31793	CG31793	chr2L	+	19003399	19008231
1372	rdgBbeta	CG17818	chr2R	-	13583281	13585864
1376	phtf	CG3268	chr2R	+	2629410	2633649
1389	Calx	CG5685	chr3R	+	16803884	16840182
1392	corn	CG42278	chr3L	-	7136086	7150169
1393	CG8713	CG8713	chr2R	+	3979203	3984450
1394	CG2789	CG2789	chr2L	+	559677	560525
1414	Hsp23	CG4463	chr3L	+	9374986	9375867
1416	Las	CG5231	chr3L	-	20423698	20425422
1421	CG9628	CG9628	chr3L	+	14615898	14621274
1424	CG4267	CG4267	chr2L	+	2242379	2244415
1429	CG33303	CG33303	chr2L	-	10372955	10375734
1432	Top3beta	CG3458	chrX	-	6178171	6182027
1435	meso18E	CG14233	chrX	-	19600451	19607043
1437	Gli	CG3903	chr2L	-	15756001	15762755
1450	yellow-c	CG4182	chr2L	+	15035476	15037842
1456	Pka	CG15862	chr2R	-	5883325	5911839
1459	RpL11	CG7726	chr2R	+	15329864	15331014
1469	fax	CG4609	chr3L	-	16396387	16404885
1475	CG2712	CG2712	chrX	+	2626530	2628442
1482	CG7889	CG7889	chrX	+	19137701	19139255
1484	bves	CG32513	chrX	+	20925578	20949964
1495	CG1927	CG1927	chr3L	-	1966723	1970075
1499	CG14059	CG14059	chr3L	-	17022910	17025192
1523	not	CG4166	chr3L	-	18611901	18615184
1529	gukh	CG31043	chr3R	+	14809750	14848160
1533	Chd3	CG9594	chr3L	+	19440320	19443337
1536	flw	CG2096	chrX	+	10280000	10302119
1539	TotA	CG31509	chr3R	+	16696759	16697427
1543	qkr58E-2	CG5821	chr2R	+	18303371	18306209
1549	Tl	CG5490	chr3R	+	22624768	22668125
1550	CG14647	CG14647	chr3R	+	226298	227739
1552	elB	CG4220	chr2L	-	14390625	14409547
1553	en	CG9015	chr2R	-	7411509	7415383
1562	Hcf	CG1710	chr4	+	380612	395610
1564	Cyp9h1	CG17577	chr2R	-	8728341	8730067
1567	CG32159	CG32159	chr3L	-	16415895	16445054
1570	Gdi	CG4422	chr2L	-	9491918	9494778
1574	CG32486	CG32486	chr3L	-	3055904	3070825
1579	Tbp-1	CG10370	chr3R	+	19578639	19580345
1600	CG9548	CG9548	chr2L	-	6490151	6490828
1601	CG7510	CG7510	chr3L	+	17614929	17623589
1602	mus308	CG6019	chr3R	-	8531245	8538000
1609	fon	CG15825	chr2L	-	19383489	19386199
1613	mab-21	CG4746	chrX	-	5902216	5907210
1621	Sec61beta	CG10130	chr2R	+	10506268	10507189
1630	PKD	CG7125	chr3R	-	14128998	14137469
1633	Msi	CG32178	chr3L	-	17748036	17757253
1634	PKD	CG7125	chr3R	-	14128998	14140214
1637	GalNAc-T2	CG6394	chrX	-	18390113	18393858
1654	CG14946	CG14946	chr2L	-	12063523	12066773
1657	Rassf	CG4656	chr3R	-	18939736	18943649
1663	CG4115	CG4115	chr3R	+	8185736	8188975
1667	CG2641	CG2641	chr3R	+	3619805	3622321
1678	cmet	CG6392	chr2L	-	11260823	11269042
1680	CanA1	CG1455	chr3R	+	26865098	26872546
1686	CG11188	CG11188	chr2L	+	6717691	6719389
1703	LpR2	CG31092	chr3R	-	21524488	21566189
1708	ERp60	CG8983	chr2R	-	7775073	7778440
1711	Esp	CG7005	chr3R	+	20672736	20676134
1729	CG13349	CG13349	chr2R	-	9846033	9847816
1730	CG5168	CG5168	chr2L	+	10423427	10425484
1733	CG8298	CG8298	chr2R	+	7876638	7878946
1735	Sec16	CG32654	chrX	+	12490080	12501281
1742	Hip14	CG6017	chr3L	+	15981383	15984743
1751	mthl5	CG6965	chr3R	-	7709660	7712887
1753	pk	CG11084	chr2R	+	3038208	3070527
1755	pk	CG11084	chr2R	+	3074738	3110885
1768	Dg	CG18250	chr2R	-	11968674	11986041
1783	CG11537	CG11537	chr3L	-	3134180	3143432
1798	ChLD3	CG17905	chr2L	+	16738852	16742614
1808	CG8398	CG8398	chr3L	+	6606668	6611280
1817	CG34126	CG34126	chr2L	+	4981616	4992436
1820	CG10869	CG10869	chr2L	-	1584864	1587155
1822	CG10869	CG10869	chr2L	-	1584864	1587156
1835	armi	CG11513	chr3L	+	3461325	3466314
1839	Nup154	CG4579	chr2L	+	11004888	11009878
1850	e	CG3331	chr3R	-	17055552	17062896
1853	for	CG10033	chr2L	-	3632152	3656951
1855	mthl1	CG4521	chrX	+	16535003	16543730
1861	CG6051	CG6051	chr3R	-	22951159	22976754
1866	CG5773	CG5773	chr2R	-	13930409	13931169
1872	CG32048	CG32048	chr3L	+	9540322	9587614
1885	CG30118	CG30118	chr2R	-	14318031	14327978
1901	Lis-1	CG8440	chr2R	+	12066342	12072612
1904	CG34413	CG34413	chr2R	+	20769103	20774468
1917	CG33116	CG33116	chr2L	+	19533484	19537365
1919	CG33298	CG33298	chr2L	+	9495474	9520696
1921	Clic	CG10997	chrX	-	13707475	13716334
1943	CG7598	CG7598	chr3R	+	25562692	25563792
1960	pic	CG7769	chr3R	+	8878008	8882454
1962	CG10516	CG10516	chr3L	+	15961289	15962910
1968	trio	CG18214	chr3L	-	1007791	1034917
1984	gcl	CG8411	chr2R	+	4611765	4616509
1990	veil	CG4827	chr2R	+	13366654	13369633
2005	gol	CG2679	chr2R	-	20960178	20971867
2022	CG10743	CG10743	chr3L	+	13506459	13509376
2035	Ugt86Da	CG18578	chr3R	+	6982822	6985469
2046	Rab30	CG9100	chr2L	-	7030480	7032603
2056	pn	CG3461	chrX	+	2075247	2076972
2066	Bap170	CG3274	chr2R	+	2524023	2529866
2067	CG11388	CG11388	chr2R	+	19909872	19911507
2073	CG10527	CG10527	chr2R	-	16957568	16960290
2086	MP1	CG1102	chr3R	+	133632	135559
2089	CG6163	CG6163	chr3L	-	11355086	11357999
2109	spen	CG18497	chr2L	+	159035	203251
2128	sano	CG12758	chr2R	+	14834824	14847000
2133	CG32694	CG32694	chrX	+	9883728	9900918
2137	CG42394	CG42394	chr3R	+	6675548	6677510
2139	Khc	CG7765	chr2R	-	12154470	12159505
2145	CG1698	CG1698	chr2R	+	5680833	5685512
2159	peb	CG12212	chrX	+	4511602	4520256
2169	CG30360	CG30360	chr2R	+	4352667	4354701
2171	CG14132	CG14132	chr3L	-	11705329	11708382
2176	Sos	CG7793	chr2L	+	13813830	13819826
2180	CG5316	CG5316	chr3R	+	15229174	15232016
2184	Sobp	CG8991	chr2R	-	7714668	7727046
2185	CG5961	CG5961	chr3R	-	8284141	8285908
2190	Samuel	CG31868	chr2L	-	11013221	11066995
2202	CG10131	CG10131	chr2R	+	10517418	10518526
2203	CG5027	CG5027	chr3L	+	16222240	16224239
2206	CG14411	CG14411	chrX	+	14726719	14729920
2208	eEF1delta	CG4912	chr2L	+	10232512	10234450
2228	CG13252	CG13252	chr3L	+	20723692	20737629
2229	CG8786	CG8786	chr3L	-	19632322	19635852
2238	mew	CG1771	chrX	-	13108442	13151210
2239	CG4038	CG4038	chr2R	-	16983447	16984802
2257	Ide	CG5517	chr3L	-	20364767	20368978
2259	Pez	CG9493	chr2L	-	6332876	6338421
2277	Fuca	CG6128	chr3L	-	11511898	11513921
2280	Ephrin	CG1862	chr4	+	592411	598159
2292	MED19	CG5546	chr3L	-	17836906	17839589
2295	Liprin-alpha	CG11199	chr2L	+	6723950	6731346
2302	Cht2	CG2054	chr3L	-	1752546	1755663
2319	CG7949	CG7949	chr3L	+	10875955	10876588
2323	loco	CG5248	chr3R	-	18445690	18452354
2328	CG15817	CG15817	chr3R	+	25054929	25060884
2330	CG6783	CG6783	chr3R	-	7389784	7392771
2337	Sap30	CG4756	chrX	+	16681852	16683675
2341	CG11034	CG11034	chr2L	+	5805381	5808858
2357	Obp19c	CG15457	chrX	-	20288948	20289963
2364	Mes4	CG11301	chr2R	+	18299376	18300030
2366	CG6834	CG6834	chr3R	-	7510391	7513852
2373	chn	CG11798	chr2R	+	11016331	11032288
2375	Sucb	CG10622	chr3L	-	5554799	5556781
2379	CG12025	CG12025	chr3L	+	1865474	1867885
2382	RpS25	CG6684	chr3R	-	7041007	7042005
2383	AnnIX	CG5730	chr3R	+	16890965	16896261
2387	Cip4	CG15015	chr3L	-	4323530	4364089
2395	CG7224	CG7224	chr2L	+	7998950	7999683
2406	sced	CG3273	chr2R	+	2544870	2548129
2408	CG4589	CG4589	chr2R	-	20397285	20402814
2416	CG34104	CG34104	chrX	+	9980566	10042911
2420	RpL37a	CG9091	chrX	-	15032358	15033395
2421	CaBP1	CG5809	chr2L	-	16354939	16356655
2427	CAH2	CG6906	chr3L	+	12172984	12176455
2439	par-1	CG8201	chr2R	+	15343684	15371978
2452	CG30104	CG30104	chr2R	+	13372507	13380680
2457	CG7142	CG7142	chr3R	-	14103885	14105276
2463	brk	CG9653	chrX	+	7201975	7205645
2470	CG14762	CG14762	chr2R	-	3896616	3901259
2484	Prosbeta3	CG11981	chr3R	-	4831035	4831907
2486	TepI	CG18096	chr2L	-	15888639	15893815
2488	Cpsf160	CG10110	chr2R	-	10386198	10390976
2489	Mtp	CG9342	chr2L	-	20919094	20922868
2493	Pkg21D	CG3324	chr2L	-	786153	790797
2504	Pvr	CG8222	chr2L	-	8221127	8239875
2505	Gdh	CG5320	chr3R	-	19761680	19768821
2518	dpr17	CG31361	chr3R	+	7920600	7937144
2538	tey	CG8780	chr3L	-	19643902	19656763
2540	mbc	CG10379	chr3R	+	19607488	19627396
2549	didum	CG2146	chr2R	+	3387656	3396130
2556	Hsc70-3	CG4147	chrX	-	11700351	11701146
2560	Mkp3	CG14080	chr3L	-	19061467	19079522
2567	Jafrac1	CG1633	chrX	+	13223862	13226029
2576	gig	CG6975	chr3L	+	20122290	20132450
2584	CG13928	CG13928	chr3L	-	1625791	1628374
2585	CG11638	CG11638	chrX	-	908013	920733
2596	PNGase	CG7865	chr2R	+	1905295	1907654
2598	CG6206	CG6206	chr2L	+	10457660	10462475
2599	CG8839	CG8839	chr2R	-	8227115	8232067
2601	CG9265	CG9265	chr2L	-	21057702	21069891
2602	Drep-1	CG8357	chr2R	+	7932121	7937678
2610	Bet1	CG14084	chr3L	+	19254532	19255261
2617	Dad	CG5201	chr3R	+	12879730	12896135
2621	CG8249	CG8249	chr2R	-	11731595	11734861
2627	wun	CG8804	chr2R	-	5288052	5296991
2628	wun	CG8804	chr2R	-	5296991	5300965
2636	EfSec	CG9841	chr2R	-	17272060	17273720
2648	Baldspot	CG3971	chr3L	-	16641920	16654706
2652	muskelin	CG8811	chr2R	-	8516472	8519791
2656	CG13506	CG13506	chr2R	+	18270641	18281527
2665	ImpL2	CG15009	chr3L	-	4225969	4227294
2676	sll	CG7623	chr3R	+	13431882	13434263
2681	UK114	CG15261	chr2L	-	15274230	15275090
2682	CG8677	CG8677	chr2L	+	21221314	21234035
2690	CG18508	CG18508	chrX	-	3066481	3067144
2710	hd	CG2669	chr3R	-	1198313	1200305
2719	bwa	CG13969	chr2L	+	20066393	20073725
2722	NELF-B	CG32721	chrX	-	7620027	7622366
2724	CG6621	CG6621	chr3R	-	6715490	6719208
2728	CG10924	CG10924	chr2R	+	14414937	14423263
2733	Mov34	CG3416	chr2R	+	20290510	20292050
2738	CG5288	CG5288	chr3L	-	8976242	8979185
2763	RpS17	CG3922	chr3L	-	9421789	9422914
2770	MED14	CG12031	chr3L	+	593230	599242
2772	CG1965	CG1965	chr3R	+	2893129	2897346
2794	Gp93	CG5520	chr3R	+	23774457	23777882
2795	CG6995	CG6995	chr3R	+	20643213	20648095
2803	CG11168	CG11168	chr3R	+	20743849	20745574
2805	Fib	CG9888	chr2R	-	18960414	18962221
2813	lz	CG1689	chrX	+	9178594	9197670
2823	RpS15	CG8332	chr2R	-	12457616	12458731
2834	CG11880	CG11880	chr3R	+	24949138	24953972
2838	CG11376	CG11376	chr2L	+	94735	102086
2854	CG32627	CG32627	chrX	+	13597548	13608474
2855	CG32627	CG32627	chrX	+	13590679	13608474
2866	CG3305	CG3305	chr2L	+	21573393	21577114
2869	CG15630	CG15630	chr2L	-	4734592	4794040
2873	ppk12	CG10972	chr2R	+	18314984	18317089
2880	Rpn7	CG5378	chr3R	-	18286380	18287754
2899	CG11737	CG11737	chr3R	+	4343612	4347103
2901	Sox100B	CG15552	chr3R	+	26890982	26909129
2907	CG8435	CG8435	chr2R	-	12057105	12058378
2913	CycD	CG9096	chrX	-	15800855	15803691
2917	CG13116	CG13116	chr2L	+	9729942	9730945
2918	CG6812	CG6812	chr3L	+	19056288	19059249
2923	CG30438	CG30438	chr2R	+	1384110	1437059
2944	CG17018	CG17018	chr2L	+	22311932	22368776
2947	slp1	CG16738	chr2L	+	3825677	3827137
2953	Cyp6a21	CG10247	chr2R	-	10772767	10774452
2956	oaf	CG9884	chr2L	+	2492955	2498234
2958	CG5599	CG5599	chrX	+	14980169	14982665
2963	CG16812	CG16812	chr2L	+	13222598	13224550
2966	Src64B	CG7524	chr3L	-	4594514	4626128
2971	rig	CG30149	chr2R	-	16521381	16528168
2980	vih	CG10682	chr3L	+	12497451	12498921
2985	CDase	CG1471	chr3R	+	26286191	26291458
2995	CG9238	CG9238	chr3L	-	14534633	14544071
2997	CG14935	CG14935	chr2L	+	11850027	11852572
3000	Gnf1	CG1119	chr3R	+	732352	735803
3001	bur	CG9242	chr2L	-	21174383	21179655
3026	CG1657	CG1657	chrX	+	11219427	11228107
3051	EcR	CG1765	chr2R	-	2019423	2056587
3052	CG32813	CG32813	chrX	+	1282648	1286884
3053	EcR	CG1765	chr2R	-	1979782	2019423
3055	CG32813	CG32813	chrX	+	1274950	1282648
3059	CG17321	CG17321	chr2L	+	18845185	18855118
3062	trol	CG33950	chrX	-	2365016	2439458
3063	Mpcp	CG4994	chr3L	+	14530757	14533546
3077	vig2	CG11844	chr3R	+	20949238	20951220
3079	CG10824	CG10824	chr3R	-	16984960	16986812
3101	CG32549	CG32549	chrX	-	18284521	18298615
3108	cue	CG12086	chr3L	-	1503226	1517253
3116	Wnt4	CG4698	chr2L	-	7255460	7277168
3118	Arp66B	CG7558	chr3L	-	8106588	8108998
3120	CG9063	CG9063	chr3L	-	22250847	22255995
3141	Rcd2	CG4786	chr3L	-	20521068	20533514
3148	CG10992	CG10992	chrX	-	13674051	13676087
3149	AP-47	CG9388	chr3R	-	5383437	5385242
3159	Ctr1B	CG7459	chr3R	+	4143337	4144927
3164	fu12	CG17608	chr2L	-	8449691	8463990
3174	CG18347	CG18347	chr3R	+	7793450	7797200
3179	CG5130	CG5130	chr3L	-	20477384	20486585
3192	CG10863	CG10863	chr3L	-	3941008	3942461
3222	CG7453	CG7453	chrX	+	19074243	19076057
3223	CG7720	CG7720	chr3R	-	14584958	14620891
3234	CR32028	CR32028	chr3L	-	8433161	8435445
3235	CG4842	CG4842	chr3L	+	16361488	16362618
3237	CG5916	CG5916	chr3R	+	11972801	11975115
3238	Ntl	CG7075	chr2L	+	7711472	7714023
3265	CG11319	CG11319	chr2L	-	6568390	6601066
3269	CG17765	CG17765	chr2R	+	6367731	6369391
3285	cenG1A	CG31811	chr2L	+	13835567	13878961
3289	Rbp9	CG3151	chr2L	+	2959147	2964851
3290	bou	CG14430	chrX	+	6880526	6881236
3299	CG17834	CG17834	chr2L	+	8529143	8541462
3300	CG17834	CG17834	chr2L	+	8535787	8537932
3304	borr	CG4454	chr2L	-	9251455	9253096
3305	CG32022	CG32022	chr3L	-	8713380	8714224
3312	drm	CG10016	chr2L	+	3539756	3548086
3319	pyd3	CG3027	chr3R	-	3573635	3575797
3328	fs(2)ltoPP43	CG10528	chr2L	-	19793486	19795835
3329	CG10137	CG10137	chr2L	+	19526673	19532992
3334	run	CG1849	chrX	+	20565471	20568353
3336	CG17471	CG17471	chr4	-	1213042	1217443
3337	Dpy-30L1	CG6444	chr2L	+	10732727	10733307
3341	Psn	CG18803	chr3L	+	20425711	20428247
3344	CG14186	CG14186	chr3L	-	20091181	20096927
3368	CG1847	CG1847	chrX	+	11763218	11765196
3374	Hn	CG7399	chr3L	+	7753644	7756268
3387	CG11367	CG11367	chr3L	+	22721247	22726548
3405	CG31689	CG31689	chr2L	+	2730129	2739833
3406	ken	CG5575	chr2R	+	19757798	19764965
3418	JhI-1	CG3298	chr2R	-	6194535	6197294
3422	DnaJ-1	CG10578	chr3L	-	5743122	5745236
3424	beat-IIIc	CG15138	chr2L	-	17189811	17260732
3430	CG3902	CG3902	chr3L	-	18886220	18891390
3431	MED4	CG8609	chr3L	-	7242629	7243608
3432	jar	CG5695	chr3R	-	20078548	20096952
3450	Camta	CG42332	chr2R	+	5333554	5365595
3457	CG10889	CG10889	chr3R	-	15859603	15861758
3458	Srp72	CG5434	chr3R	+	16414439	16416762
3459	CG3975	CG3975	chr2L	-	15252388	15256298
3464	msl-2	CG3241	chr2L	-	3462213	3466108
3472	Pdi	CG6988	chr3L	-	15130430	15135680
3474	yps	CG5654	chr3L	-	12114626	12118247
3482	CG2135	CG2135	chr3R	-	27595015	27597565
3483	comm2	CG7554	chr3L	-	15690691	15692949
3485	Axn	CG7926	chr3R	+	25848566	25860641
3486	CG8195	CG8195	chr2R	-	11450201	11453307
3494	retn	CG5403	chr2R	+	19520135	19542343
3496	SdhC	CG6666	chr3R	-	7034856	7035549
3501	CG7457	CG7457	chr3L	-	7714903	7719536
3535	CG9139	CG9139	chr3L	+	1295892	1298497
3540	Ent1	CG11907	chr2L	-	355559	357855
3541	CG5366	CG5366	chr2L	-	10358162	10362664
3547	U4-U6-60K	CG6322	chr3L	-	17504955	17507015
