gID	name	genename	chr	strand	start	stop
1450	yellow-c	CG4182	chr2L	+	15035476	15037842
1459	RpL11	CG7726	chr2R	+	15329864	15331014
1469	fax	CG4609	chr3L	-	16396387	16404885
1482	CG7889	CG7889	chrX	+	19137701	19139255
1484	bves	CG32513	chrX	+	20925578	20949964
1495	CG1927	CG1927	chr3L	-	1966723	1970075
1529	gukh	CG31043	chr3R	+	14809750	14848160
1533	Chd3	CG9594	chr3L	+	19440320	19443337
1536	flw	CG2096	chrX	+	10280000	10302119
1539	TotA	CG31509	chr3R	+	16696759	16697427
1550	CG14647	CG14647	chr3R	+	226298	227739
1552	elB	CG4220	chr2L	-	14390625	14409547
1601	CG7510	CG7510	chr3L	+	17614929	17623589
1609	fon	CG15825	chr2L	-	19383489	19386199
1613	mab-21	CG4746	chrX	-	5902216	5907210
1654	CG14946	CG14946	chr2L	-	12063523	12066773
1657	Rassf	CG4656	chr3R	-	18939736	18943649
1667	CG2641	CG2641	chr3R	+	3619805	3622321
1703	LpR2	CG31092	chr3R	-	21524488	21566189
1733	CG8298	CG8298	chr2R	+	7876638	7878946
1753	pk	CG11084	chr2R	+	3038208	3070527
1783	CG11537	CG11537	chr3L	-	3134180	3143432
1798	ChLD3	CG17905	chr2L	+	16738852	16742614
1808	CG8398	CG8398	chr3L	+	6606668	6611280
1850	e	CG3331	chr3R	-	17055552	17062896
1855	mthl1	CG4521	chrX	+	16535003	16543730
1866	CG5773	CG5773	chr2R	-	13930409	13931169
1872	CG32048	CG32048	chr3L	+	9540322	9587614
1885	CG30118	CG30118	chr2R	-	14318031	14327978
1901	Lis-1	CG8440	chr2R	+	12066342	12072612
1919	CG33298	CG33298	chr2L	+	9495474	9520696
1921	Clic	CG10997	chrX	-	13707475	13716334
1962	CG10516	CG10516	chr3L	+	15961289	15962910
2046	Rab30	CG9100	chr2L	-	7030480	7032603
2089	CG6163	CG6163	chr3L	-	11355086	11357999
2109	spen	CG18497	chr2L	+	159035	203251
2133	CG32694	CG32694	chrX	+	9883728	9900918
2159	peb	CG12212	chrX	+	4511602	4520256
2169	CG30360	CG30360	chr2R	+	4352667	4354701
2171	CG14132	CG14132	chr3L	-	11705329	11708382
2185	CG5961	CG5961	chr3R	-	8284141	8285908
2202	CG10131	CG10131	chr2R	+	10517418	10518526
2208	eEF1delta	CG4912	chr2L	+	10232512	10234450
2228	CG13252	CG13252	chr3L	+	20723692	20737629
2229	CG8786	CG8786	chr3L	-	19632322	19635852
2238	mew	CG1771	chrX	-	13108442	13151210
2239	CG4038	CG4038	chr2R	-	16983447	16984802
2259	Pez	CG9493	chr2L	-	6332876	6338421
2323	loco	CG5248	chr3R	-	18445690	18452354
2373	chn	CG11798	chr2R	+	11016331	11032288
2382	RpS25	CG6684	chr3R	-	7041007	7042005
2395	CG7224	CG7224	chr2L	+	7998950	7999683
2406	sced	CG3273	chr2R	+	2544870	2548129
2421	CaBP1	CG5809	chr2L	-	16354939	16356655
2439	par-1	CG8201	chr2R	+	15343684	15371978
2470	CG14762	CG14762	chr2R	-	3896616	3901259
2486	TepI	CG18096	chr2L	-	15888639	15893815
2504	Pvr	CG8222	chr2L	-	8221127	8239875
2556	Hsc70-3	CG4147	chrX	-	11700351	11701146
2560	Mkp3	CG14080	chr3L	-	19061467	19079522
2567	Jafrac1	CG1633	chrX	+	13223862	13226029
2576	gig	CG6975	chr3L	+	20122290	20132450
2585	CG11638	CG11638	chrX	-	908013	920733
2617	Dad	CG5201	chr3R	+	12879730	12896135
2627	wun	CG8804	chr2R	-	5288052	5296991
2628	wun	CG8804	chr2R	-	5296991	5300965
2636	EfSec	CG9841	chr2R	-	17272060	17273720
2656	CG13506	CG13506	chr2R	+	18270641	18281527
2665	ImpL2	CG15009	chr3L	-	4225969	4227294
2690	CG18508	CG18508	chrX	-	3066481	3067144
2710	hd	CG2669	chr3R	-	1198313	1200305
2722	NELF-B	CG32721	chrX	-	7620027	7622366
2724	CG6621	CG6621	chr3R	-	6715490	6719208
2763	RpS17	CG3922	chr3L	-	9421789	9422914
2794	Gp93	CG5520	chr3R	+	23774457	23777882
2803	CG11168	CG11168	chr3R	+	20743849	20745574
2823	RpS15	CG8332	chr2R	-	12457616	12458731
2834	CG11880	CG11880	chr3R	+	24949138	24953972
2899	CG11737	CG11737	chr3R	+	4343612	4347103
2901	Sox100B	CG15552	chr3R	+	26890982	26909129
2917	CG13116	CG13116	chr2L	+	9729942	9730945
2944	CG17018	CG17018	chr2L	+	22311932	22368776
2956	oaf	CG9884	chr2L	+	2492955	2498234
2963	CG16812	CG16812	chr2L	+	13222598	13224550
2966	Src64B	CG7524	chr3L	-	4594514	4626128
2985	CDase	CG1471	chr3R	+	26286191	26291458
2995	CG9238	CG9238	chr3L	-	14534633	14544071
2997	CG14935	CG14935	chr2L	+	11850027	11852572
3000	Gnf1	CG1119	chr3R	+	732352	735803
3026	CG1657	CG1657	chrX	+	11219427	11228107
3051	EcR	CG1765	chr2R	-	2019423	2056587
3052	CG32813	CG32813	chrX	+	1282648	1286884
3053	EcR	CG1765	chr2R	-	1979782	2019423
3101	CG32549	CG32549	chrX	-	18284521	18298615
3148	CG10992	CG10992	chrX	-	13674051	13676087
3223	CG7720	CG7720	chr3R	-	14584958	14620891
3235	CG4842	CG4842	chr3L	+	16361488	16362618
3265	CG11319	CG11319	chr2L	-	6568390	6601066
3289	Rbp9	CG3151	chr2L	+	2959147	2964851
3290	bou	CG14430	chrX	+	6880526	6881236
3300	CG17834	CG17834	chr2L	+	8535787	8537932
3304	borr	CG4454	chr2L	-	9251455	9253096
3305	CG32022	CG32022	chr3L	-	8713380	8714224
3319	pyd3	CG3027	chr3R	-	3573635	3575797
3329	CG10137	CG10137	chr2L	+	19526673	19532992
3337	Dpy-30L1	CG6444	chr2L	+	10732727	10733307
3344	CG14186	CG14186	chr3L	-	20091181	20096927
3422	DnaJ-1	CG10578	chr3L	-	5743122	5745236
3424	beat-IIIc	CG15138	chr2L	-	17189811	17260732
3450	Camta	CG42332	chr2R	+	5333554	5365595
3457	CG10889	CG10889	chr3R	-	15859603	15861758
3458	Srp72	CG5434	chr3R	+	16414439	16416762
3482	CG2135	CG2135	chr3R	-	27595015	27597565
3483	comm2	CG7554	chr3L	-	15690691	15692949
3494	retn	CG5403	chr2R	+	19520135	19542343
3587	CG10082	CG10082	chr2R	+	17533683	17544944
3593	Dp1	CG5170	chr2R	+	14299534	14308629
3635	y	CG3757	chrX	+	250542	255278
3656	ph-p	CG18412	chrX	-	2020243	2030919
3673	CG5325	CG5325	chr2L	+	12093797	12095250
3686	CG9486	CG9486	chr2L	+	6255844	6256715
3693	CG5535	CG5535	chr3L	-	17845724	17849862
3706	CG40127	CG40127	chr2R	-	74991	75603
3712	T3dh	CG3425	chr2R	-	18217231	18219558
3770	CG10383	CG10383	chr2L	-	18690902	18695388
3777	CG6024	CG6024	chr3L	-	11726689	11758898
3798	CG4269	CG4269	chr2R	+	18486844	18487861
3799	LanB2	CG3322	chr3L	+	9608019	9617080
3842	wls	CG6210	chr3L	-	11159720	11162723
3893	jing	CG9397	chr2R	+	2497992	2506882
3896	CG9253	CG9253	chr2L	+	21143239	21143914
3913	sbb	CG5580	chr2R	-	14166570	14244801
3955	CG4942	CG4942	chr3L	+	9066214	9067567
3977	CG10011	CG10011	chr3R	-	24433653	24460819
3982	Oat	CG8782	chr3L	-	19640376	19642942
3986	Taf12	CG17358	chr3R	-	7504099	7505388
4004	qkr54B	CG4816	chr2R	+	13357137	13362158
4020	CG5933	CG5933	chr3R	+	19857884	19859979
4075	Irp-1B	CG6342	chr3R	-	6234337	6238588
4078	hop	CG1594	chrX	-	11254932	11262086
4099	Gap1	CG6721	chr3L	-	9832786	9848380
4182	Dll	CG3629	chr2R	+	20702344	20722125
4183	inx2	CG4590	chrX	+	6892708	6898182
4184	Hsp26	CG4183	chr3L	-	9369518	9370472
4204	Cyp6a2	CG9438	chr2R	-	2667220	2668992
4245	CG9416	CG9416	chr2R	-	15254746	15260727
4253	CG6325	CG6325	chr3R	-	6228683	6233016
4262	Pegarn	CG17667	chr3L	+	12783293	12789184
4266	Hsc70Cb	CG6603	chr3L	+	14030153	14036659
4287	Pk61C	CG1210	chr3L	+	129452	145305
4315	CG7059	CG7059	chr3R	+	18215703	18218084
4316	CHKov2	CG10675	chr3R	-	21155246	21156924
4324	CG10344	CG10344	chr2R	-	18313252	18314478
4350	CG9372	CG9372	chr3L	+	19599330	19601468
4370	mthl2	CG17795	chr3L	+	5597893	5600290
4395	eya	CG9554	chr2L	-	6527449	6536134
4426	CG8620	CG8620	chr3L	+	7151195	7151987
4439	NetA	CG18657	chrX	-	14498045	14547862
4447	caz	CG3606	chrX	+	16182859	16187553
4466	sws	CG2212	chrX	-	7850853	7862279
4503	Traf4	CG3048	chr2L	+	4371990	4380725
4541	CG10440	CG10440	chr2R	-	17447751	17458957
4544	nord	CG30418	chr2R	+	20130786	20142617
4545	Oatp74D	CG7571	chr3L	+	17480223	17504793
4644	CG14253	CG14253	chr3R	+	22806242	22811431
4656	CG6479	CG6479	chr3L	-	17330272	17332341
4686	svp	CG11502	chr3R	+	8106865	8128509
4712	CG7372	CG7372	chr3L	+	15613091	15617236
4754	argos	CG4531	chr3L	-	16463479	16476746
4762	Pdk	CG8808	chr2R	+	5314056	5321930
4804	Den1	CG8493	chr2R	+	8225313	8227049
4805	zfh1	CG1322	chr3R	+	26591654	26612858
4811	Aats-arg	CG9020	chrX	-	15735796	15738158
4845	fz2	CG9739	chr3L	-	19135998	19163743
4846	fz2	CG9739	chr3L	-	19163743	19228059
4913	bab2	CG9102	chr3L	-	1140449	1177274
4921	CG8180	CG8180	chr2R	-	11359970	11370336
4930	CG6700	CG6700	chr2L	-	10837732	10842585
5008	fus	CG8205	chr2R	-	11547521	11552599
5017	Gapdh1	CG12055	chr2R	-	3679403	3680687
5018	spin	CG8428	chr2R	+	12012493	12025743
5030	CG17839	CG17839	chr3L	+	14798222	14874834
5033	MRP	CG6214	chr2L	+	12719046	12744809
5039	CG7582	CG7582	chr3R	-	25505983	25507763
5072	Pak3	CG14895	chr3R	-	12272450	12279539
5075	CG13631	CG13631	chr3R	+	20595076	20595850
5087	CG8312	CG8312	chr3R	+	5417033	5450798
5114	CG8177	CG8177	chr3L	+	9756652	9778490
5119	CG13603	CG13603	chr3R	-	19810935	19812277
5121	CG1746	CG1746	chr3R	-	27041864	27045281
5123	bocksbeutel	CG9424	chr3R	-	5415190	5416706
5133	26-29-p	CG8947	chr3L	+	13987363	13989678
5134	LpR2	CG31092	chr3R	-	21524488	21545837
5153	bip1	CG7574	chr3L	-	8047433	8051811
5198	CG16700	CG16700	chrX	+	16985858	16992520
5210	Fmo-2	CG3174	chr2R	-	2529922	2532600
5229	Khc-73	CG8183	chr2R	-	11405212	11419729
5239	Mec2	CG7635	chrX	+	19082083	19084226
5244	sli	CG8355	chr2R	-	11760176	11809652
5250	Wnt5	CG6407	chrX	-	18395573	18399436
5266	nec	CG1857	chr2R	-	3043981	3045733
5309	Atet	CG2969	chr2L	+	4333926	4345411
5316	BicD	CG6605	chr2L	-	17460834	17473198
5329	CG8586	CG8586	chr2R	-	4581244	4583297
5338	IP3K1	CG4026	chr2L	+	9782392	9788499
5348	CG9641	CG9641	chr2L	-	2974854	2976859
5351	CG9386	CG9386	chr3R	-	5379418	5381103
5362	CG30403	CG30403	chr2R	-	17596955	17599114
5376	dbo	CG6224	chr3L	+	15820011	15825104
5422	foxo	CG3143	chr3R	+	9882670	9913698
5439	Kr-h2	CG9159	chr2L	+	6071073	6073961
5453	CG7852	CG7852	chr3L	+	1537166	1544825
5480	Pgm	CG5165	chr3L	-	16119155	16121629
5546	nub	CG34395	chr2L	+	12618348	12628135
5552	CG42342	CG42342	chr3R	+	12328494	12397082
5570	Jheh3	CG15106	chr2R	-	14747880	14749576
5589	CG32243	CG32243	chr3L	-	4539302	4541219
5610	CG30463	CG30463	chr2R	-	12560966	12618889
5630	CG12262	CG12262	chr3L	+	7712460	7714585
5640	CG7231	CG7231	chr2L	+	7985247	7986786
5650	CG9154	CG9154	chr2L	-	6069790	6070607
5655	CG9505	CG9505	chr2L	+	6367884	6370195
5666	Marcal1	CG3753	chr2L	+	4955568	4958292
5723	l(1)G0232	CG32697	chrX	-	9539972	9552920
5773	CG8132	CG8132	chr3R	+	5227221	5228340
5774	Lasp	CG3849	chr3L	-	16669506	16704773
5791	CG9992	CG9992	chrX	-	16275984	16278937
5807	SmG	CG9742	chrX	-	16533832	16534447
5809	mst	CG1424	chrX	+	21260023	21261877
5811	CG3940	CG3940	chr3R	+	5938269	5945142
5834	CG12026	CG12026	chr3L	+	1885660	1891470
5836	CG11255	CG11255	chr3L	-	13013082	13015764
5846	CG2065	CG2065	chr2R	+	3551292	3552780
5854	CG1399	CG1399	chr2R	-	3564575	3586409
5864	Prp8	CG8877	chr2R	-	8041763	8050517
5877	sba	CG13598	chr3R	-	19719889	19748752
5886	Srp14	CG5417	chr3R	+	16405856	16406486
5893	RhoGAP71E	CG32149	chr3L	+	15581990	15600225
5899	syd	CG8110	chr3L	-	7919692	7929197
5903	CG13189	CG13189	chr2R	+	7787049	7788899
5907	DAT	CG8380	chr2R	-	12446062	12452740
5926	CG16926	CG16926	chr2R	-	15387799	15388823
5930	Dif	CG6794	chr2L	-	17413248	17428195
5936	CG9247	CG9247	chr2L	-	21160636	21163055
5952	CG10175	CG10175	chr3R	-	19348423	19356705
5979	Prx2540-2	CG11765	chr2R	+	6306229	6307278
5997	CG31217	CG31217	chr3R	-	12478168	12481382
5999	shn	CG7734	chr2R	+	7061308	7092134
6004	Pepck	CG17725	chr2R	+	14424274	14426924
6006	Nipped-A	CG33554	chr2R	-	1065506	1138506
6028	Sep4	CG9699	chrX	-	16578244	16589202
6047	Hf	CG10658	chr2L	-	19966727	19967683
6091	CG5569	CG5569	chr2R	+	19752956	19754177
6108	Dcp2	CG6169	chr3L	-	15814087	15819515
6144	CG18744	CG18744	chr3R	-	3622798	3624493
6145	CG12214	CG12214	chr2R	-	6043875	6046084
6161	CG7888	CG7888	chr3L	+	11047137	11052759
6176	Ace	CG17907	chr3R	-	9084496	9085241
6189	stmA	CG8739	chr2R	-	4617018	4620940
6238	Reg-5	CG2928	chr2R	-	20675526	20680927
6243	Gprk2	CG17998	chr3R	+	27230971	27283499
6248	CG5704	CG5704	chr3L	-	2169622	2170964
6277	Hsp70Ab	CG18743	chr3R	+	7784265	7786673
6312	lbe	CG6545	chr3R	-	17267314	17272067
6313	CG6424	CG6424	chr2R	-	13590840	13606851
6321	CG10222	CG10222	chr3L	-	13404629	13405578
6330	out	CG8062	chrX	-	19205061	19216095
6467	CG5807	CG5807	chr3R	-	20631387	20639712
6468	Rab11	CG5771	chr3R	+	16937153	16941868
6491	CG3884	CG3884	chr2R	-	8835853	8839791
6498	row	CG8092	chr2R	-	11094028	11101137
6503	Got2	CG4233	chr2L	-	1984512	1987749
6531	bru-3	CG12478	chr3L	-	13531018	13659863
6566	CG11347	CG11347	chr3L	+	4407149	4414362
6585	CG13531	CG13531	chr2R	-	18735355	18741293
6587	larp	CG42551	chr3R	-	24154024	24162185
6595	CG12177	CG12177	chrX	-	13571932	13574429
6601	Arpc3B	CG8936	chrX	-	16998604	16999895
6695	CG1675	CG1675	chr2R	+	5753183	5754039
6702	CG18599	CG18599	chr3R	+	14093510	14096895
6703	Cyp4ad1	CG2110	chr2R	-	4326898	4330298
6722	Sc2	CG10849	chr3L	+	3903511	3905033
6739	vvl	CG10037	chr3L	+	6783260	6787637
6767	exo84	CG6095	chr3R	-	21875451	21877968
6805	elm	CG2185	chr3R	-	1478555	1480510
6856	shep	CG32423	chr3L	-	5241544	5271061
6865	CG18747	CG18747	chr3R	-	3606712	3609192
6872	verm	CG8756	chr3L	-	19683133	19688354
6887	nopo	CG5140	chr2R	+	14068130	14070024
6889	Dys	CG34157	chr3R	+	15289255	15421117
6907	RpS6	CG10944	chrX	-	7793653	7795319
6915	CG12880	CG12880	chr3R	+	23511689	23518514
6918	Pcf11	CG10228	chr2R	-	10748661	10758573
6937	NPFR76F	CG7395	chr3L	-	20053096	20082105
6941	gk	CG13695	chr3L	+	18132504	18138520
6965	spri	CG34414	chrX	-	10384500	10440787
7025	CG7646	CG7646	chr3L	+	19985032	19989012
7053	mbl	CG33197	chr2R	+	13153037	13252891
7063	HLHm7	CG8361	chr3R	+	21862757	21863482
7082	CG31769	CG31769	chr2L	-	14109597	14110736
7085	mus209	CG9193	chr2R	-	16149259	16150315
7086	Cyp12b2	CG15077	chr2R	+	14642501	14644588
7118	CG10306	CG10306	chr2R	+	17572820	17573709
7124	CG32816	CG32816	chrX	-	210609	228830
7134	l(1)G0469	CG32597	chrX	-	14099112	14105484
7137	CG15611	CG15611	chr2R	+	12996352	13001866
7187	CG15930	CG15930	chrX	-	5209163	5211328
7194	raw	CG12437	chr2L	-	8735793	8740660
7209	Mocs1	CG33048	chr3L	+	11063664	11066448
7214	CG7288	CG7288	chrX	+	18752240	18754111
7251	MED17	CG7957	chr3R	+	14014808	14016987
7259	CG1647	CG1647	chr3R	+	24645950	24650181
7262	Ssadh	CG4685	chr3R	-	21450527	21452620
7271	wda	CG4448	chr3R	-	19080792	19083794
7273	wit	CG10776	chr3L	-	4064146	4071713
7284	CG12075	CG12075	chrX	+	8758147	8766168
7331	CG2837	CG2837	chr2L	-	4904068	4906759
7342	CG9629	CG9629	chr3L	-	19259572	19262009
7363	fbp	CG31692	chr2L	-	19761579	19764133
7392	CG15236	CG15236	chr2R	+	2715866	2725865
7410	inx3	CG1448	chr3R	-	24679837	24684933
7423	wech	CG42396	chr2R	-	3376191	3377313
7428	l(2)k16918	CG3920	chr2L	+	3803548	3805684
7436	CG42351	CG42351	chr2R	-	14644591	14648577
7451	CG6726	CG6726	chr3R	+	18917449	18919181
7459	CG11980	CG11980	chr3R	+	4829769	4831053
7470	RpL23	CG3661	chr2R	+	18741912	18743219
7489	CG5792	CG5792	chr2L	-	12713276	12721840
7494	aPKC	CG10261	chr2R	-	10831960	10850451
7495	CG8297	CG8297	chr2R	+	11822368	11823443
7507	CG3394	CG3394	chr2R	+	20181625	20185646
7524	CG4022	CG4022	chr3L	-	9401272	9403883
7567	CG9008	CG9008	chr2L	-	13774342	13780163
7584	fra	CG8581	chr2R	+	8416561	8451691
7598	CG7191	CG7191	chr2L	+	7767621	7775033
7604	Aats-gly	CG6778	chr3L	+	15088248	15090790
7605	Mdr65	CG10181	chr3L	-	6233600	6238836
7618	thoc5	CG2980	chr2R	+	19841630	19843930
7638	RpS7	CG1883	chr3R	-	26032240	26034664
7642	CG10990	CG10990	chrX	-	13640661	13649431
7658	noc	CG4491	chr2L	+	14490863	14494019
7724	CG7714	CG7714	chr3R	-	14551116	14552156
7811	Idgf1	CG4472	chr2L	+	16445281	16446847
7844	exex	CG8254	chr3L	+	7941291	7944667
7879	PGRP-LA	CG32042	chr3L	+	9329142	9331436
7912	Rca1	CG10800	chr2L	+	6852348	6853876
7932	CG32428	CG32428	chr3L	-	20463768	20466470
7943	Gld	CG1152	chr3R	-	3077771	3091417
7959	CG7484	CG7484	chr3L	+	17647719	17648750
7986	CG14997	CG14997	chr3L	+	4240310	4242603
8003	S	CG4385	chr2L	-	1050877	1077811
8016	Cap-G	CG34438	chr2R	+	9020691	9030325
8024	CG1371	CG1371	chr2R	-	5958476	5963130
8037	Nufip	CG4076	chr3L	-	18739704	18741440
8074	CG42506	CG42506	chrX	+	18824368	18920905
8116	Nak	CG10637	chr2L	-	18961111	18968737
8133	CG15766	CG15766	chrX	-	5708897	5709867
8143	scra	CG2092	chr2R	+	3477756	3482759
8158	ics	CG9031	chr2L	-	13639519	13641241
8197	GlcT-1	CG6437	chr2R	+	17963525	17965177
8264	CG5224	CG5224	chr2R	+	14391115	14392349
8313	mRNA-capping-enzyme	CG1810	chrX	-	14134299	14136848
8320	CG13893	CG13893	chr3L	-	599091	604001
8340	nuf	CG33991	chr3L	+	14212845	14214542
8380	CG5823	CG5823	chr3R	-	13358041	13360289
8385	Rad17	CG7825	chr3R	-	10486898	10488914
8392	AnnX	CG9579	chrX	-	20065478	20067547
8393	CG8116	CG8116	chr3R	+	4541992	4546061
8419	Hsp60	CG12101	chrX	+	11002522	11006341
8444	CG12541	CG12541	chrX	-	6916418	6960101
8488	CG12290	CG12290	chr3R	+	22055979	22059070
8516	Npc2a	CG7291	chr2L	+	1988292	1988949
8519	crp	CG7664	chr2L	-	16264061	16287728
8543	Aats-thr	CG5353	chr2L	+	12103763	12106894
8561	Bub3	CG7581	chr3R	-	25499855	25501118
8584	Cralbp	CG10546	chr3L	-	5776581	5779760
8614	Ubp64E	CG5486	chr3L	+	5746090	5747282
8620	CG12424	CG12424	chr2R	+	10850799	10868089
8696	Pep	CG6143	chr3L	-	17631217	17638131
8735	tutl	CG15427	chr2L	+	4283151	4321233
8754	pgant3	CG4445	chr2R	-	2945156	2949215
8768	Prosalpha5	CG10938	chr2R	+	13300274	13301274
8770	Hip1	CG10971	chr3L	-	12761532	12766624
8775	insc	CG11312	chr2R	-	16719919	16723530
8787	CycA	CG5940	chr3L	-	11820297	11826617
8797	CG16742	CG16742	chr2R	+	16511077	16515820
8830	NLaz	CG33126	chr2L	-	1359983	1361728
8844	Qm	CG17521	chr3L	-	23086736	23088563
8856	Gadd45	CG11086	chr2R	+	3136670	3138160
8890	Ku80	CG18801	chr2L	-	15768512	15771160
8903	CG10126	CG10126	chr3R	-	8681260	8683350
8935	CG4829	CG4829	chrX	+	16710917	16720529
8996	nmo	CG7892	chr3L	+	7972149	8043433
9062	endoA	CG14296	chr3R	+	14732347	14736070
9069	ppa	CG9952	chr2R	-	18573030	18576478
9079	dpp	CG9885	chr2L	+	2428372	2451241
9080	CG13377	CG13377	chrX	-	152366	158028
9108	esg	CG3758	chr2L	+	15333868	15336150
9138	CG8317	CG8317	chr2R	-	12462083	12464087
9178	Mdh	CG5889	chr3R	+	22977389	22983325
9180	CG9330	CG9330	chr3L	+	19579391	19582217
9199	by	CG9379	chr3R	-	5354203	5358729
9200	CG3760	CG3760	chr2R	+	20825903	20827206
9236	trx	CG8651	chr3R	-	10089080	10112604
9241	CG11318	CG11318	chr3R	-	26932088	26934910
9255	mud	CG12047	chrX	+	14141747	14152633
9271	CG33111	CG33111	chr3R	-	19627422	19644950
9293	CG7378	CG7378	chrX	+	18794444	18803330
9324	CG42240	CG42240	chrX	+	6224879	6226783
9352	CG17323	CG17323	chr2L	+	18823579	18826553
9370	CG32082	CG32082	chr3L	+	11129138	11156141
9440	rogdi	CG7725	chr3L	+	17044433	17048556
9451	CG18600	CG18600	chr3R	-	14125918	14127446
9481	Cpr23B	CG2973	chr2L	+	2838414	2839547
9516	CG12560	CG12560	chr2L	-	8008321	8009496
9544	fng	CG10580	chr3L	-	20918983	20942609
9553	CG10083	CG10083	chr3L	-	13476633	13479373
9586	CG2051	CG2051	chr3R	-	1613059	1614769
9596	sm	CG9218	chr2R	-	15417414	15519006
9637	dpr6	CG14162	chr3L	+	9967753	10034408
9647	Cg25C	CG4145	chr2L	+	5029612	5037114
9650	Sara	CG15667	chr2R	+	17369434	17374618
9652	fas	CG17716	chr2R	+	9510553	9636882
9665	l(2)k01209	CG4798	chr2R	+	13307913	13313192
9702	CG6776	CG6776	chr3L	+	8511988	8513410
9717	HmgD	CG17950	chr2R	+	17600873	17604230
9720	Vha13	CG6213	chr3R	-	15468975	15470071
9721	CG31688	CG31688	chr2L	+	20429115	20443945
9853	Roc2	CG8998	chr2R	-	7540261	7566832
9870	CG42353	CG42353	chrX	-	15987103	15998973
9877	HLHmbeta	CG14548	chr3R	-	21830648	21831745
9891	Spn6	CG10913	chr2R	+	14013855	14015715
9930	CG8594	CG8594	chr2R	+	8459575	8462813
9935	Men	CG10120	chr3R	-	8538819	8546504
9954	CG33275	CG33275	chr3L	+	7598140	7632681
10028	cpo	CG31243	chr3R	+	13769836	13841501
10089	CG31324	CG31324	chr3R	+	21932598	21955912
10129	CG10984	CG10984	chr3L	+	12743221	12746502
10155	RpS24	CG3751	chr2R	-	18528026	18528919
10208	CG9175	CG9175	chr2L	-	6096695	6098935
10226	His4r	CG3379	chr3R	+	10451510	10452336
